venta_id,fecha,departamento_id,linea_negocio,ingresos,costo,meta_ingresos
V000857,2024-07-23,2,Partners,5418.25,4388.69,5903.8
V000858,2024-06-16,2,Canal Digital,1814.2,1300.98,2117.12
V000859,2025-09-12,5,B2C,5756.05,3569.48,5308.74
V000860,2024-12-07,1,B2C,9408.67,5931.38,11176.57
V000861,2024-04-04,1,B2B,10550.79,8381.22,10759.73
V000862,2024-11-03,3,B2C,12163.61,9990.9,11492.68
V000863,2024-05-11,2,B2B,4696.54,2752.43,4799.66
V000864,2024-12-07,3,B2C,8324.32,6116.0,8555.22
V000865,2024-10-09,3,B2B,6061.88,4997.56,6795.38
V000866,2024-03-25,3,Canal Digital,6405.48,3641.77,5784.65
V000867,2024-01-08,3,B2B,4178.74,2741.89,4095.52
V000868,2025-02-12,1,B2C,1716.6,962.81,1747.02
V000869,2024-06-08,2,Canal Digital,12811.89,8827.89,14575.5
V000870,2025-01-26,2,Canal Digital,6308.4,3915.06,5830.49
V000871,2024-12-03,3,Partners,4551.87,3796.43,4375.33
V000872,2025-08-23,4,B2C,6071.56,4387.52,6219.9
V000873,2025-06-29,4,B2C,2320.13,1793.6,2485.06
V000874,2024-04-23,4,B2B,6448.77,4983.1,7538.37
V000875,2024-06-16,4,Canal Digital,3259.65,2333.57,3044.98
V000876,2025-10-07,2,B2C,11318.24,6377.11,11939.45
V000877,2025-11-17,5,B2C,11966.29,7061.37,12340.86
V000878,2025-12-09,1,Canal Digital,10804.85,7213.6,11669.48
V000879,2024-09-18,4,B2C,12911.94,7455.31,12774.78
V000880,2025-01-25,2,B2B,13931.21,8422.94,13663.3
V000881,2025-10-10,2,Canal Digital,5271.02,3009.74,5685.96
V000882,2024-07-05,3,Canal Digital,3800.74,2871.98,3697.22
V000883,2024-02-07,1,B2B,5713.97,4560.77,6331.72
V000884,2024-02-19,4,Canal Digital,12753.96,10601.05,15099.38
V000885,2024-08-07,5,B2B,5594.56,4389.65,5385.19
V000886,2024-08-26,1,B2B,9248.91,6598.48,9539.53
V000887,2025-07-13,1,Canal Digital,9513.86,6139.66,10012.16
V000888,2024-07-27,1,B2B,5890.41,4821.62,6742.39
V000889,2024-07-17,2,B2B,6983.65,4697.94,8046.92
V000890,2024-04-21,1,B2B,4874.13,3685.87,4444.34
V000891,2024-09-08,2,B2B,6191.78,5022.52,6662.59
V000892,2025-11-30,1,B2B,5385.71,4499.24,6108.81
V000893,2024-01-11,4,B2C,7026.4,5429.09,6800.73
V000894,2025-01-16,3,B2B,5279.95,3594.01,5884.93
V000895,2025-03-15,1,B2C,7105.33,4661.25,8218.14
V000896,2025-04-28,1,B2C,6304.71,4066.2,6938.63
V000897,2024-11-02,2,B2C,13589.18,11212.32,12979.07
V000898,2024-12-23,5,Partners,8169.89,4783.2,8052.73
V000899,2024-02-22,1,B2B,6307.89,5230.93,6267.99
V000900,2025-02-25,1,Canal Digital,3852.75,2959.54,3891.31
V000901,2024-03-28,1,Partners,10830.01,9101.48,10778.28
V000902,2024-07-28,1,B2B,3524.81,2628.54,4131.67
V000903,2024-12-01,3,B2B,6576.28,4946.52,7751.8
V000904,2024-04-22,3,B2C,6868.11,4026.86,8164.98
V000905,2024-01-21,4,Canal Digital,3143.51,2625.92,2910.7
V000906,2025-11-16,1,Canal Digital,3209.3,2459.31,3285.2
V000907,2024-07-19,4,B2B,7258.22,4196.96,6832.83
V000908,2024-08-11,2,B2C,8296.37,4876.04,8905.44
V000909,2024-10-30,3,B2C,10811.48,8479.38,9736.86
V000910,2024-10-01,3,Canal Digital,3856.36,2869.21,3558.53
V000911,2024-08-21,1,B2B,6424.44,4458.01,6580.52
V000912,2025-01-09,3,B2B,8325.9,6169.67,7819.07
V000913,2025-09-19,1,B2B,9673.41,5809.24,10037.99
V000914,2025-10-18,2,B2C,6189.48,3874.19,5953.66
V000915,2024-01-24,2,B2C,9231.42,6117.13,10149.72
V000916,2024-06-11,3,Partners,6389.95,4233.81,7283.19
V000917,2025-10-04,3,Canal Digital,2323.23,1872.62,2332.43
V000918,2024-03-12,2,Canal Digital,1647.6,1161.04,1778.59
V000919,2024-11-08,1,B2C,2330.59,1693.43,2539.11
V000920,2025-08-16,1,B2C,6274.03,4354.33,6567.08
V000921,2024-09-20,5,B2C,12450.39,9469.58,13108.11
V000922,2025-05-30,4,B2C,5071.04,3800.19,5779.77
V000923,2025-01-10,3,B2B,8306.0,4738.57,8231.7
V000924,2025-03-12,2,Partners,5158.6,3462.46,4778.56
V000925,2025-11-06,2,Partners,4709.93,3572.63,5590.0
V000926,2025-06-29,1,B2C,7142.91,4743.8,7611.89
V000927,2025-06-09,3,Canal Digital,3712.17,2169.09,3390.13
V000928,2024-05-05,1,B2B,5739.73,3411.78,6478.34
V000929,2024-02-25,1,B2C,4348.5,3632.33,4839.2
V000930,2024-03-16,2,B2C,6203.77,5070.55,6999.76
V000931,2025-05-24,3,Partners,9895.11,8085.58,11354.64
V000932,2024-10-29,1,B2C,12502.3,9080.25,12666.18
V000933,2025-05-28,5,B2C,6662.64,3874.24,7138.17
V000934,2024-11-14,3,B2C,2476.92,1879.18,2370.61
V000935,2024-05-23,4,B2C,8696.85,7312.05,9858.27
V000936,2024-04-29,4,B2C,2802.75,1680.03,3040.82
V000937,2024-02-18,1,B2B,6814.27,4559.85,7997.34
V000938,2024-09-15,3,Canal Digital,4732.17,2839.03,5379.53
V000939,2024-07-26,4,B2B,3235.38,2214.55,3582.31
V000940,2024-11-08,4,B2B,6491.66,5290.1,6036.2
V000941,2025-03-19,2,B2C,1685.85,1363.87,1553.48
V000942,2024-10-09,3,B2B,3746.3,2530.83,4259.94
V000943,2025-06-30,1,B2C,2286.44,1861.23,2059.8
V000944,2025-01-14,2,B2B,9608.01,8131.37,11310.13
V000945,2024-01-04,3,B2B,3487.1,2245.45,3889.45
V000946,2025-06-07,2,B2C,3869.17,2170.95,3576.05
V000947,2025-12-19,1,B2B,7999.72,4725.24,9002.55
V000948,2025-05-22,1,Canal Digital,7694.26,4349.67,7905.65
V000949,2025-05-07,1,Partners,9565.57,6576.34,9752.2
V000950,2025-11-11,1,Partners,7844.98,5544.18,7842.96
V000951,2025-06-14,3,B2B,6678.22,5204.0,7898.93
V000952,2025-01-02,1,B2C,19217.54,12026.34,17585.01
V000953,2024-02-03,2,B2C,5611.95,3789.87,6667.82
V000954,2024-01-15,4,B2B,13806.61,9359.34,14299.1
V000955,2025-03-16,4,Partners,6165.64,4446.32,6589.33
V000956,2025-03-29,2,B2B,4911.72,2819.91,5872.5
V000957,2025-12-06,1,B2B,6332.5,3558.01,7105.1
V000958,2024-04-11,1,B2C,2646.74,1723.83,3141.04
V000959,2024-12-17,4,B2C,2718.05,1523.99,2698.51
V000960,2025-05-02,4,Partners,6064.87,5040.4,5627.77
V000961,2025-07-14,3,Canal Digital,7853.67,4686.94,7390.32
V000962,2025-03-26,2,B2C,4114.76,3470.77,4020.13
V000963,2024-11-24,5,Partners,4666.21,2618.29,5309.74
V000964,2025-04-24,1,Partners,5200.36,4076.42,6089.45
V000965,2024-09-25,4,B2B,5444.94,3112.25,5463.98
V000966,2025-08-25,2,B2C,7532.66,5786.59,8446.59
V000967,2025-09-15,3,Canal Digital,8474.59,6940.79,8718.18
V000968,2024-09-18,3,Canal Digital,4370.93,3069.05,4341.27
V000969,2024-03-22,3,Canal Digital,12605.22,7327.85,12545.54
V000970,2024-02-05,1,B2B,5709.08,4634.93,5508.44
V000971,2024-02-10,4,B2B,2504.46,1496.73,2264.46
V000972,2024-12-27,3,Canal Digital,4927.11,3655.28,5748.82
V000973,2024-10-02,4,B2B,5269.12,4329.94,5869.91
V000974,2025-02-25,2,B2C,4883.26,3175.41,5135.95
V000975,2025-04-12,1,Partners,2531.7,1884.27,2850.97
V000976,2025-07-01,3,Canal Digital,2567.91,1510.17,2404.92
V000977,2024-02-24,1,B2B,4972.26,4033.0,4961.72
V000978,2024-01-07,3,B2C,6848.05,4282.31,7341.59
V000979,2025-01-11,3,B2B,7621.21,4726.57,7660.23
V000980,2024-04-15,1,Canal Digital,7742.1,5252.98,7706.73
V000981,2025-10-12,1,Partners,2833.83,1632.92,2838.19
V000982,2024-07-06,1,Canal Digital,8096.95,5842.96,9628.55
V000983,2024-05-27,1,Partners,5866.76,4259.45,6352.7
V000984,2025-08-13,2,B2C,7672.48,4778.21,8931.1
V000985,2024-03-13,4,Partners,8742.12,7081.49,7923.15
V000986,2025-07-02,5,B2B,4371.13,3415.58,5093.5
V000987,2024-06-28,3,B2B,1902.84,1314.06,1764.32
V000988,2025-10-31,2,B2C,6057.27,3993.22,6278.6
V000989,2025-09-16,4,Partners,6324.39,4935.33,5854.56
V000990,2025-03-05,1,B2B,3757.35,2392.05,3410.04
V000991,2024-06-27,3,Canal Digital,8302.67,6732.83,9442.32
V000992,2025-07-22,2,Canal Digital,7810.87,5030.15,8035.03
V000993,2025-10-14,1,B2B,5157.4,3187.43,5806.12
V000994,2024-10-09,3,B2C,4823.39,3518.08,4705.37
V000995,2025-04-14,4,B2C,6876.87,5730.88,6295.0
V000996,2024-10-26,1,Canal Digital,3531.36,2680.5,4068.18
V000997,2025-12-05,4,B2B,4578.66,2926.27,5154.08
V000998,2024-02-19,1,B2C,6108.56,3570.64,6264.38
V000999,2025-09-26,2,Partners,4494.54,3028.17,5106.1
V001000,2025-09-21,1,Partners,10772.21,8990.8,10216.56
V001001,2024-05-19,1,Canal Digital,7344.88,5202.51,7636.48
V001002,2024-05-30,1,B2C,3803.73,3130.98,4242.39
V001003,2025-08-14,3,Canal Digital,8430.38,7158.03,9936.88
V001004,2024-10-27,2,Canal Digital,8785.77,5688.95,10136.65
V001005,2025-09-13,1,B2C,3363.09,2217.21,3767.5
V001006,2025-01-31,3,B2B,8122.5,4877.2,9232.27
V001007,2024-06-06,1,B2B,7833.21,4745.14,7518.79
V001008,2024-01-29,1,B2C,1604.7,1096.85,1684.45
V001009,2024-04-13,3,Partners,1409.88,1115.61,1583.41
V001010,2025-02-07,3,Canal Digital,8760.48,5775.3,9985.34
V001011,2025-10-20,2,Canal Digital,3927.83,3188.17,3612.38
V001012,2025-07-16,1,B2B,4172.76,2355.91,3972.37
V001013,2025-03-13,4,Partners,6962.91,4291.02,6979.88
V001014,2025-05-28,1,B2B,4453.05,2756.69,4314.78
V001015,2024-11-18,5,Partners,4506.68,3648.84,4436.79
V001016,2024-07-09,1,Partners,5696.86,4553.41,5341.01
V001017,2024-12-30,2,B2C,12439.37,8303.87,14565.84
V001018,2025-06-16,3,B2C,9686.69,6694.33,11570.36
V001019,2025-06-13,5,B2C,3117.68,2649.24,3253.1
V001020,2025-12-19,3,B2C,5948.37,4478.07,6953.58
V001021,2025-09-16,2,Canal Digital,9283.14,5374.95,10932.76
V001022,2024-02-07,1,B2C,5728.92,4125.76,6648.02
V001023,2025-03-27,1,B2C,8295.11,6918.83,8557.09
V001024,2025-10-14,1,Partners,7917.27,5961.63,8346.26
V001025,2025-11-05,5,Partners,1169.06,694.43,1394.71
V001026,2024-11-17,5,B2C,6669.22,4614.05,6480.64
V001027,2025-09-06,3,Canal Digital,6458.07,3800.46,7241.86
V001028,2024-07-30,2,B2C,6767.36,4653.6,6892.78
V001029,2025-10-31,4,B2C,3786.25,3062.35,4192.0
V001030,2025-10-16,3,B2B,2517.54,1921.57,2323.63
V001031,2024-04-01,2,B2C,5209.07,2923.45,6240.32
V001032,2025-10-10,1,Canal Digital,2351.15,1640.88,2531.04
V001033,2025-08-19,2,B2C,11230.55,7665.56,10500.93
V001034,2024-06-25,1,B2B,2986.07,1692.2,3570.09
V001035,2024-08-14,3,B2C,9891.48,6672.02,9315.9
V001036,2024-08-22,3,B2C,6926.59,5144.96,7242.92
V001037,2025-12-25,1,B2C,8437.88,5865.48,8798.09
V001038,2025-05-22,1,B2B,4102.35,2833.67,4658.36
V001039,2024-06-03,3,Canal Digital,7519.64,6107.29,7865.09
V001040,2025-11-13,1,B2B,2798.74,1680.63,2680.64
V001041,2024-05-19,2,Partners,4537.04,3767.81,5149.14
V001042,2025-03-21,1,B2C,8310.93,4669.67,7733.04
V001043,2024-05-29,3,B2C,3775.69,2830.73,3724.99
V001044,2024-06-02,3,B2B,11597.24,8855.5,11385.11
V001045,2024-08-23,2,Partners,6598.65,4026.46,7468.6
V001046,2025-06-16,3,B2B,8421.77,5782.52,8937.64
V001047,2024-07-28,4,B2B,6745.4,4357.38,7616.59
V001048,2024-03-17,2,Partners,9896.55,7482.59,10870.24
V001049,2025-01-15,2,B2B,6678.93,3923.33,7232.36
V001050,2025-09-25,1,Partners,3959.01,2760.03,3970.17
V001051,2025-03-07,1,Canal Digital,4456.19,3693.22,5171.02
V001052,2025-09-29,4,B2B,10283.85,7546.96,10158.91
V001053,2025-03-05,1,Canal Digital,6434.62,4894.83,6555.65
V001054,2024-09-05,1,B2B,3991.02,2509.08,3625.61
V001055,2024-03-16,1,Partners,3912.76,2513.97,4561.25
V001056,2025-10-27,1,B2B,3009.86,1877.78,2999.99
V001057,2024-04-12,1,Canal Digital,6276.3,4808.93,5916.35
V001058,2024-09-24,2,Canal Digital,7868.47,6400.57,7882.92
V001059,2024-07-28,3,B2C,10003.14,5821.82,10391.37
V001060,2024-11-08,2,Canal Digital,7640.38,5955.32,7551.44
V001061,2024-10-29,1,B2C,4908.8,2910.46,5789.69
V001062,2024-05-06,2,B2B,4082.99,3415.87,3811.11
V001063,2024-04-07,2,B2C,4639.43,2968.17,5224.5
V001064,2025-05-19,2,B2B,10211.62,6389.34,9650.79
V001065,2024-07-02,4,B2B,7535.43,6249.91,7375.28
V001066,2024-01-24,2,B2C,10355.84,6603.12,11570.32
V001067,2024-06-19,2,Partners,5147.99,3591.55,5894.43
V001068,2025-01-15,4,B2B,4220.04,2723.63,4371.42
V001069,2024-10-02,3,Partners,3814.46,3163.48,3982.52
V001070,2024-11-26,3,B2B,5453.44,3835.45,6066.0
V001071,2025-07-16,5,B2B,6655.57,4062.89,7124.48
V001072,2025-11-06,2,Partners,9771.54,5694.07,10961.6
V001073,2024-04-06,4,B2C,5895.42,4950.59,6762.25
V001074,2025-03-14,1,B2B,6422.89,4980.56,6622.31
V001075,2025-04-28,4,B2B,5074.63,3343.94,5215.91
V001076,2025-10-14,1,B2B,2817.55,1954.7,2753.83
V001077,2025-01-28,4,B2C,1147.05,784.42,1313.16
V001078,2025-02-13,1,B2B,6200.3,3477.43,6480.03
V001079,2025-09-28,1,B2B,3663.29,2460.93,4028.05
V001080,2025-11-14,1,B2C,6548.38,3698.24,6979.25
V001081,2024-07-10,3,Partners,5680.9,4419.7,6019.97
V001082,2024-01-21,4,B2B,7802.83,6299.6,8737.49
V001083,2024-06-02,2,B2B,6200.79,5159.21,6460.9
V001084,2024-03-12,2,B2B,7069.24,4542.23,6511.95
V001085,2024-07-31,2,B2B,8901.02,7404.77,8452.89
V001086,2025-05-31,1,B2C,5961.63,3611.44,6037.63
V001087,2024-03-22,3,Canal Digital,4890.29,3779.62,5462.41
V001088,2025-04-20,4,B2B,5380.98,4468.4,6204.6
V001089,2025-09-07,1,B2B,3967.81,2724.87,3718.23
V001090,2024-02-10,5,Canal Digital,4350.49,3204.12,4520.33
V001091,2024-08-12,4,B2B,3930.23,3110.07,4494.08
V001092,2025-02-07,1,B2B,3855.62,3085.52,3637.82
V001093,2024-05-04,3,B2C,2655.8,1860.32,2672.17
V001094,2024-02-25,1,Canal Digital,4287.64,2721.11,4327.85
V001095,2025-01-10,1,B2C,3605.42,2098.89,3728.04
V001096,2025-03-25,1,B2C,5403.18,4173.19,5248.54
V001097,2025-04-23,1,B2C,4195.75,3496.18,4264.69
V001098,2024-01-14,4,B2B,6258.4,3839.29,6896.95
V001099,2025-03-02,1,Canal Digital,5314.28,3166.94,5928.74
V001100,2024-08-16,1,B2B,6556.59,4403.78,6421.77
V001101,2025-07-22,2,Partners,5901.44,4892.57,6809.73
V001102,2024-07-25,2,Partners,6959.68,3962.98,7813.97
V001103,2024-03-19,1,B2B,4055.73,2614.03,3845.34
V001104,2024-03-20,4,B2B,10105.13,7604.28,9755.9
V001105,2025-12-15,4,B2B,8123.41,6697.48,8290.57
V001106,2024-04-19,2,B2C,3768.12,2474.1,4339.64
V001107,2024-08-22,3,Canal Digital,6629.64,4931.67,7269.17
V001108,2024-02-29,1,B2C,13513.49,11446.55,15200.9
V001109,2025-11-08,4,B2B,9449.74,7178.99,10674.86
V001110,2025-07-13,3,B2B,1427.31,1212.53,1575.32
V001111,2025-12-06,4,Canal Digital,6918.14,4146.23,8219.64
V001112,2024-12-30,3,B2C,6767.97,5129.36,7644.72
V001113,2024-04-20,1,B2B,7690.02,5365.04,8753.73
V001114,2025-01-07,4,B2C,6066.88,4795.89,5562.17
V001115,2025-01-12,3,B2B,7447.13,5851.72,8857.64
V001116,2025-10-25,5,Partners,4886.17,3164.96,5788.79
V001117,2024-05-22,5,B2B,5118.4,3379.18,4726.3
V001118,2024-10-11,3,Partners,11396.46,7734.99,11787.65
V001119,2025-01-11,5,B2C,4071.64,2740.32,3933.99
V001120,2025-12-15,1,Partners,7147.28,4710.15,7366.74
V001121,2024-12-31,1,Canal Digital,1917.16,1186.44,1993.39
V001122,2024-01-29,2,B2B,6844.51,4501.33,6668.89
V001123,2025-03-13,1,B2C,3673.94,2493.9,4179.71
V001124,2025-07-14,5,Partners,7397.13,5228.43,6882.58
V001125,2024-11-11,1,Canal Digital,4111.78,3094.74,4441.67
V001126,2024-04-19,4,Canal Digital,8239.18,5737.41,9197.39
V001127,2024-10-08,3,Partners,3794.94,2692.43,4058.56
V001128,2024-05-14,3,B2C,2739.99,2290.57,2946.79
V001129,2024-11-19,4,Partners,4215.59,2921.66,4066.9
V001130,2025-08-16,3,B2B,7216.27,5471.8,8556.18
V001131,2025-02-26,3,B2C,3550.05,2670.85,3488.86
V001132,2025-09-23,1,Partners,7071.18,4188.05,6978.59
V001133,2025-06-01,3,B2C,7096.76,4873.43,7482.58
V001134,2024-05-27,2,B2B,3774.28,2917.75,4513.81
V001135,2024-05-19,1,B2C,3038.13,2371.87,2777.52
V001136,2024-05-11,1,B2B,4432.65,3498.82,5103.36
V001137,2024-01-17,4,B2C,5747.39,4270.38,5879.41
V001138,2025-06-25,2,Partners,3961.4,2529.84,4160.51
V001139,2025-05-05,3,B2B,6138.03,5173.85,5653.32
V001140,2025-02-10,2,B2B,6331.17,3712.95,7246.98
V001141,2025-07-01,1,Canal Digital,5103.38,3599.67,4642.1
V001142,2025-12-22,1,B2B,3114.9,2468.73,3286.77
V001143,2025-11-30,5,B2B,7051.49,4410.48,8112.74
V001144,2025-09-18,3,B2B,4373.05,2521.47,4902.55
V001145,2025-10-06,1,B2C,5063.45,3292.81,5182.82
V001146,2025-08-21,1,B2B,3696.53,2090.6,3592.42
V001147,2024-07-29,1,B2C,3406.96,2250.9,3890.0
V001148,2024-10-24,1,B2B,7733.21,5431.24,8135.21
V001149,2024-09-15,1,Partners,3281.34,2682.55,3810.05
V001150,2024-08-10,5,B2B,7730.07,5391.45,6966.91
V001151,2025-09-08,1,Partners,6253.58,4123.32,7338.39
V001152,2025-09-26,2,B2B,8100.01,5965.57,7788.39
V001153,2024-08-15,2,Canal Digital,8937.83,7257.32,9954.49
V001154,2024-09-21,1,B2B,6662.13,4834.7,7759.89
V001155,2025-05-03,3,B2C,3092.45,2284.52,2819.66
V001156,2025-12-24,1,Partners,7428.03,5327.01,8376.22
V001157,2024-11-08,2,B2B,2968.97,1861.28,3243.19
V001158,2024-08-19,2,B2C,6186.33,4856.66,6751.19
V001159,2025-09-03,1,Canal Digital,4586.67,3524.39,5393.07
V001160,2024-05-01,1,B2B,7253.61,4357.74,6720.4
V001161,2025-09-22,2,B2C,4508.91,3486.25,4582.75
V001162,2024-02-27,1,B2B,5823.77,3748.0,6939.56
V001163,2024-08-07,5,B2B,3637.27,2243.23,4012.08
V001164,2025-04-16,1,Canal Digital,9527.3,8035.25,10087.21
V001165,2025-02-09,3,Canal Digital,3064.85,2356.93,3464.11
V001166,2025-03-27,2,B2B,4058.77,2915.91,4289.74
V001167,2024-06-04,3,Canal Digital,4019.53,3093.29,4549.75
V001168,2024-04-22,2,B2C,8818.19,6657.27,8091.63
V001169,2024-10-08,4,B2B,5508.03,3132.12,6443.19
V001170,2025-06-04,3,B2B,7425.98,5799.72,7962.03
V001171,2024-09-01,3,B2C,7467.2,5882.0,7611.29
V001172,2024-01-28,2,B2C,5207.82,3351.87,5199.33
V001173,2025-02-18,1,B2B,10740.76,6965.54,12444.56
V001174,2024-02-15,3,B2C,7567.6,5827.1,7039.59
V001175,2024-11-23,4,B2B,4271.17,2642.37,4310.08
V001176,2024-11-18,3,B2B,9937.66,6093.55,9319.26
V001177,2024-10-22,1,B2B,5368.05,3963.87,5788.27
V001178,2024-09-20,1,B2B,7857.84,5214.05,7527.1
V001179,2024-04-26,1,B2C,3459.13,2813.58,3462.85
V001180,2024-05-14,3,Canal Digital,5592.63,3210.42,5751.54
V001181,2025-07-03,4,B2B,5576.82,3623.22,5965.01
V001182,2025-06-12,3,Canal Digital,6050.9,4245.53,6444.48
V001183,2025-10-19,1,B2B,6628.46,3848.69,7322.5
V001184,2025-05-19,2,B2C,5168.17,3358.29,6110.99
V001185,2025-06-16,2,B2C,5392.78,3915.96,6046.24
V001186,2024-03-30,3,Canal Digital,4998.65,3070.75,5449.55
V001187,2025-12-22,3,Canal Digital,5578.59,3630.51,6217.02
V001188,2024-06-04,3,Partners,3612.4,3042.5,3854.07
V001189,2024-10-23,1,B2C,3380.8,1960.02,3905.3
V001190,2024-06-10,4,B2B,9402.22,5926.93,10560.89
V001191,2025-05-10,1,Canal Digital,9638.61,6016.32,8879.08
V001192,2024-05-24,1,Partners,3318.74,2338.62,3931.6
V001193,2025-07-28,5,B2B,6753.81,5385.15,8101.28
V001194,2025-05-10,1,Partners,7425.07,5721.18,7443.18
V001195,2024-02-07,2,B2B,3706.09,2775.61,3488.16
V001196,2024-04-23,4,B2C,6481.59,4248.33,5960.85
V001197,2024-08-10,1,B2B,9336.85,5349.6,10460.2
V001198,2025-02-20,1,B2B,4443.34,3119.36,4355.34
V001199,2025-01-09,2,B2B,2414.71,1942.76,2677.16
V001200,2024-12-09,2,B2C,4705.37,3507.41,5029.4
V001201,2024-10-25,2,B2B,3216.9,2401.19,3747.27
V001202,2025-06-04,2,Partners,6911.26,4379.47,7426.47
V001203,2024-01-06,1,Partners,5662.78,4197.85,5496.94
V001204,2024-03-16,5,Canal Digital,5091.09,3694.81,4645.59
V001205,2024-03-20,4,B2B,2972.11,1925.78,2833.17
V001206,2025-10-20,2,B2B,4457.99,2776.1,5005.03
V001207,2025-08-20,2,B2B,5310.83,4231.37,5041.49
V001208,2025-08-04,1,B2C,4934.39,3100.94,4511.25
V001209,2025-08-30,2,Canal Digital,10507.52,8587.57,10125.88
V001210,2025-07-06,2,B2C,4483.75,3109.58,4997.53
V001211,2024-06-21,3,B2B,7093.97,5965.49,6596.3
V001212,2025-10-28,4,B2B,5384.75,3635.71,5413.98
V001213,2024-09-15,4,B2B,1437.73,819.72,1327.22
V001214,2024-02-01,2,Canal Digital,1773.51,1093.21,1655.38
V001215,2025-09-26,1,B2C,6578.49,4872.55,6559.27
V001216,2024-06-08,1,B2C,5477.88,3595.91,5295.03
V001217,2025-12-12,1,Partners,8226.97,6522.34,9499.53
V001218,2025-01-12,3,B2C,6122.56,4634.15,6735.26
V001219,2025-04-16,3,B2C,2963.31,2248.9,2808.21
V001220,2025-08-19,2,B2C,6658.77,4656.05,6493.03
V001221,2024-04-19,3,B2C,2260.36,1892.2,2218.51
V001222,2024-10-18,1,B2B,7117.68,5172.2,7295.74
V001223,2025-08-12,1,B2B,2190.57,1789.46,2066.75
V001224,2025-08-04,1,B2B,8875.85,7140.91,8998.76
V001225,2025-05-22,1,Canal Digital,7479.04,5930.01,8311.45
V001226,2025-10-24,3,B2C,9358.89,7455.14,10176.67
V001227,2025-07-04,4,Canal Digital,6849.33,4855.05,7740.73
V001228,2025-09-28,1,B2C,2288.15,1909.53,2549.98
V001229,2024-10-04,2,B2C,4535.58,3623.02,4330.14
V001230,2025-03-11,4,B2B,8587.86,5384.3,8688.95
V001231,2025-10-27,5,B2B,3014.01,2446.79,3217.12
V001232,2025-07-26,2,Partners,4189.05,3392.07,4944.83
V001233,2024-11-28,2,B2C,3255.42,1848.45,2986.96
V001234,2025-06-07,3,Partners,9015.35,6688.5,9692.44
V001235,2024-10-21,2,B2B,6751.18,5237.56,7134.04
V001236,2024-10-11,3,Canal Digital,4028.26,3217.32,4739.37
V001237,2025-10-14,4,B2B,8042.63,6138.45,9240.77
V001238,2025-08-07,1,B2B,7330.9,5497.31,8207.46
V001239,2025-10-30,4,B2B,5035.61,3266.1,5905.14
V001240,2025-02-23,4,B2B,12718.21,9051.16,11669.46
V001241,2025-02-19,2,B2B,7398.05,6175.53,7310.28
V001242,2024-04-07,4,B2C,3598.32,2046.39,3907.49
V001243,2024-04-02,4,B2B,4494.51,2871.63,4091.9
V001244,2025-04-30,1,B2B,11875.78,7853.11,13412.07
V001245,2024-09-21,2,Canal Digital,5354.76,3040.39,6106.85
V001246,2025-03-25,3,B2B,2507.76,2006.73,2719.78
V001247,2024-03-12,1,Canal Digital,1650.3,1330.27,1974.02
V001248,2024-06-30,2,B2C,4971.32,4184.23,5110.64
V001249,2025-01-21,1,B2B,6461.66,5117.31,7107.31
V001250,2025-01-23,4,B2B,6940.84,5335.11,6321.32
V001251,2024-09-23,1,B2B,4185.75,3509.33,4167.66
V001252,2025-01-28,1,B2B,5678.32,4351.62,6717.65
V001253,2025-09-22,3,B2B,6196.06,3898.37,6904.18
V001254,2025-09-09,1,B2B,8819.31,6361.99,9496.64
V001255,2024-07-17,5,B2C,9122.97,6499.31,9416.52
V001256,2025-03-13,1,B2C,9338.34,5313.53,8491.27
V001257,2024-08-13,4,Canal Digital,9153.07,5337.36,10878.5
V001258,2025-07-03,1,B2C,4961.5,4199.97,4989.84
V001259,2024-09-10,3,Partners,4257.34,2614.51,4457.07
V001260,2024-07-03,4,B2B,1944.29,1361.05,1810.66
V001261,2024-10-07,4,Partners,3149.39,1927.02,3290.84
V001262,2024-09-02,3,Canal Digital,2981.97,1947.66,3178.82
V001263,2025-08-03,4,B2B,3868.0,3275.09,4104.13
V001264,2024-04-20,1,B2B,6018.8,4457.35,5610.72
V001265,2025-11-23,4,Canal Digital,6184.49,4047.74,6624.57
V001266,2024-01-26,1,B2B,4565.09,2641.31,5261.65
V001267,2025-12-28,1,B2B,4110.89,3389.86,3792.49
V001268,2025-08-02,1,B2B,3955.78,3046.41,4654.49
V001269,2025-10-30,3,B2C,2649.24,1973.14,2635.02
V001270,2024-06-11,5,B2B,8205.69,5631.95,9341.41
V001271,2024-09-15,2,B2C,2106.11,1405.44,1982.42
V001272,2024-02-15,1,Partners,5864.71,4575.09,6987.86
V001273,2025-07-18,4,B2B,6818.47,4875.93,7968.93
V001274,2025-05-12,5,B2C,5507.14,3488.91,6196.31
V001275,2024-12-05,2,B2C,3672.49,2971.58,3453.04
V001276,2024-04-18,1,Partners,4273.17,3421.05,4886.97
V001277,2024-07-24,1,Canal Digital,5588.58,3698.86,5404.2
V001278,2024-08-29,3,B2B,8653.35,5114.28,8848.88
V001279,2025-03-10,3,Partners,3217.01,1876.87,3092.73
V001280,2025-08-18,1,B2C,5986.23,3612.71,6523.5
V001281,2024-06-21,2,B2C,5616.4,4022.82,6008.23
V001282,2024-06-14,4,B2C,3246.24,2304.44,3878.49
V001283,2025-03-11,4,B2B,4336.69,3409.1,4515.97
V001284,2025-03-01,5,B2B,8505.68,6232.38,7897.98
V001285,2024-02-07,3,Canal Digital,3815.86,3134.72,3536.32
