orden_id,cliente_id,fecha_orden,canal,monto_orden
O003440,608,2025-06-12,Fuerza Comercial,241.33
O003441,168,2025-01-14,Online,424.09
O003442,32,2024-11-11,Fuerza Comercial,227.86
O003443,965,2024-08-10,Fuerza Comercial,458.8
O003444,554,2025-12-29,Fuerza Comercial,380.25
O003445,158,2025-03-03,Online,471.26
O003446,314,2025-04-23,Online,107.94
O003447,629,2025-01-05,Online,260.08
O003448,568,2025-12-30,Fuerza Comercial,514.33
O003449,981,2024-07-03,Online,539.3
O003450,1189,2025-10-04,Fuerza Comercial,564.53
O003451,349,2025-05-18,Partners,624.39
O003452,1081,2024-01-30,Partners,768.97
O003453,307,2025-07-16,Online,411.27
O003454,544,2024-08-29,Fuerza Comercial,285.17
O003455,1198,2024-06-04,Online,743.46
O003456,345,2025-04-03,Fuerza Comercial,318.55
O003457,956,2024-04-08,Partners,648.73
O003458,208,2024-09-12,Fuerza Comercial,399.69
O003459,670,2024-02-11,Partners,617.57
O003460,1100,2024-04-27,Online,622.07
O003461,238,2024-10-23,Online,378.45
O003462,524,2025-12-31,Online,644.54
O003463,1034,2025-02-21,Online,192.54
O003464,168,2024-06-06,Online,910.85
O003465,755,2024-06-29,Online,
O003466,877,2024-05-10,Partners,207.16
O003467,265,2024-07-13,Online,561.26
O003468,76,2024-04-25,Online,910.01
O003469,280,2025-02-12,Online,561.26
O003470,884,2025-02-13,Fuerza Comercial,646.39
O003471,1141,2024-04-19,Online,633.35
O003472,727,2025-10-12,Fuerza Comercial,172.69
O003473,125,2024-07-27,Fuerza Comercial,217.38
O003474,1109,2025-11-17,Partners,450.3
O003475,825,2025-06-29,Fuerza Comercial,304.44
O003476,4,2024-01-27,Fuerza Comercial,455.3
O003477,450,2024-03-11,Fuerza Comercial,297.38
O003478,631,2025-11-12,Fuerza Comercial,607.83
O003479,964,2025-01-14,Online,422.59
O003480,715,2024-08-13,Online,303.95
O003481,27,2025-03-01,Fuerza Comercial,99.47
O003482,1187,2025-04-14,Partners,607.92
O003483,647,2025-07-17,Online,380.26
O003484,466,2024-05-11,Fuerza Comercial,195.2
O003485,568,2024-06-06,Fuerza Comercial,101.9
O003486,1044,2025-09-27,Online,613.74
O003487,1062,2024-06-24,Partners,108.7
O003488,940,2025-06-03,Online,422.16
O003489,323,2024-09-30,Online,600.92
O003490,585,2025-08-28,Fuerza Comercial,916.33
O003491,900,2024-06-27,Online,789.69
O003492,811,2024-04-02,Fuerza Comercial,297.71
O003493,402,2024-09-21,Online,402.18
O003494,155,2024-09-04,Online,469.34
O003495,1048,2025-06-01,Online,166.8
O003496,1164,2025-08-09,Online,580.69
O003497,811,2024-10-17,Partners,345.26
O003498,727,2025-02-23,Online,516.73
O003499,690,2025-04-20,Online,639.34
O003500,1002,2025-11-28,Partners,171.13
O003501,585,2025-11-03,Online,390.98
O003502,1014,2025-12-04,Online,537.65
O003503,1175,2024-02-20,Fuerza Comercial,540.99
O003504,374,2024-09-15,Partners,169.79
O003505,1149,2025-07-06,Fuerza Comercial,1228.78
O003506,194,2024-12-03,Online,388.37
O003507,915,2025-03-27,Fuerza Comercial,384.88
O003508,119,2025-04-15,Fuerza Comercial,231.0
O003509,726,2024-01-30,Online,340.44
O003510,696,2024-08-23,Fuerza Comercial,506.69
O003511,364,2024-05-17,Fuerza Comercial,580.61
O003512,462,2024-03-02,Online,593.47
O003513,218,2024-02-16,Fuerza Comercial,840.16
O003514,814,2025-09-29,Partners,916.34
O003515,588,2025-10-12,Fuerza Comercial,626.58
O003516,837,2024-08-02,Fuerza Comercial,711.21
O003517,1131,2025-10-19,Online,466.5
O003518,1154,2025-06-07,Fuerza Comercial,579.06
O003519,906,2024-02-03,Fuerza Comercial,200.06
O003520,783,2025-06-01,Online,648.07
O003521,1117,2025-09-03,Partners,508.56
O003522,218,2024-09-11,Online,782.24
O003523,849,2025-11-11,Online,208.35
O003524,1087,2025-11-22,Online,528.42
O003525,957,2024-04-22,Online,294.0
O003526,772,2025-09-24,Online,910.56
O003527,670,2025-03-23,Online,255.95
O003528,1000,2025-11-20,Online,191.59
O003529,1029,2025-12-29,Online,434.82
O003530,630,2025-07-01,Online,328.26
O003531,873,2025-02-14,Online,604.55
O003532,397,2025-08-01,Online,572.78
O003533,1049,2024-06-06,Fuerza Comercial,494.3
O003534,532,2024-03-08,Fuerza Comercial,173.14
O003535,893,2024-06-19,Fuerza Comercial,657.83
O003536,403,2024-10-25,Online,1049.18
O003537,1080,2024-06-16,Fuerza Comercial,418.78
O003538,868,2025-04-18,Online,767.76
O003539,685,2024-01-20,Online,346.05
O003540,301,2024-08-24,Fuerza Comercial,565.57
O003541,700,2024-09-27,Fuerza Comercial,503.29
O003542,1146,2025-04-19,Online,122.74
O003543,1061,2024-12-03,Fuerza Comercial,470.04
O003544,426,2024-11-28,Online,872.07
O003545,802,2024-11-14,Online,480.4
O003546,186,2024-01-28,Online,539.22
O003547,248,2024-11-30,Partners,133.71
O003548,942,2025-07-08,Online,1369.58
O003549,15,2025-11-22,Online,606.52
O003550,52,2025-06-25,Online,117.66
O003551,574,2025-11-12,Online,910.3
O003552,855,2025-10-31,Fuerza Comercial,867.2
O003553,699,2025-05-27,Online,586.55
O003554,493,2024-01-17,Online,672.27
O003555,15,2025-12-18,Partners,816.64
O003556,69,2024-07-05,Online,138.46
O003557,598,2024-12-16,Online,527.19
O003558,1003,2024-02-27,Online,174.76
O003559,387,2025-08-29,Online,306.54
O003560,1165,2024-11-24,Online,452.38
O003561,618,2025-03-11,Fuerza Comercial,858.03
O003562,270,2025-07-10,Partners,672.07
O003563,131,2025-09-04,Online,324.34
O003564,7,2024-04-14,Fuerza Comercial,372.88
O003565,86,2025-10-10,Partners,475.65
O003566,1079,2024-10-15,Online,680.35
O003567,526,2024-03-10,Partners,808.21
O003568,309,2024-01-11,Online,543.55
O003569,1124,2024-05-05,Fuerza Comercial,1005.3
O003570,422,2024-01-26,Partners,675.77
O003571,646,2024-01-10,Online,607.68
O003572,105,2024-02-05,Online,249.12
O003573,556,2025-03-24,Online,893.01
O003574,778,2024-06-08,Online,165.09
O003575,487,2024-10-19,Online,285.33
O003576,980,2025-06-16,Fuerza Comercial,146.52
O003577,520,2025-02-07,Partners,558.75
O003578,826,2025-05-06,Fuerza Comercial,649.31
O003579,75,2024-06-04,Fuerza Comercial,492.88
O003580,693,2024-06-20,Online,680.39
O003581,179,2024-01-20,Partners,449.11
O003582,682,2024-12-10,Partners,424.35
O003583,1085,2025-07-28,Online,241.15
O003584,43,2025-11-15,Fuerza Comercial,574.58
O003585,230,2024-08-22,Fuerza Comercial,632.13
O003586,269,2025-07-19,Partners,462.76
O003587,147,2024-03-17,Online,775.84
O003588,1030,2024-10-08,Online,165.74
O003589,425,2025-10-29,Online,357.69
O003590,621,2025-08-03,Partners,179.02
O003591,246,2025-11-21,Fuerza Comercial,617.83
O003592,1178,2024-09-14,Fuerza Comercial,345.33
O003593,337,2025-02-10,Fuerza Comercial,563.97
O003594,1116,2025-01-12,Online,867.27
O003595,304,2024-10-26,Online,169.39
O003596,294,2025-12-14,Online,223.46
O003597,449,2025-02-02,Online,281.94
O003598,477,2024-12-22,Online,534.5
O003599,261,2024-02-22,Partners,468.98
O003600,173,2024-02-13,Online,549.62
O003601,541,2025-09-26,Online,456.85
O003602,1057,2025-11-23,Fuerza Comercial,
O003603,85,2024-12-21,Online,423.67
O003604,850,2025-04-02,Online,175.74
O003605,235,2025-02-21,Partners,366.01
O003606,339,2024-04-18,Partners,154.95
O003607,374,2025-11-13,Fuerza Comercial,562.72
O003608,912,2025-07-15,Online,156.72
O003609,564,2024-01-08,Fuerza Comercial,708.13
O003610,747,2025-12-08,Fuerza Comercial,572.99
O003611,567,2025-06-29,Online,554.41
O003612,351,2025-08-25,Partners,357.59
O003613,132,2025-07-13,Fuerza Comercial,786.05
O003614,1130,2024-10-22,Fuerza Comercial,437.44
O003615,1197,2025-10-27,Online,425.3
O003616,11,2024-07-13,Online,305.19
O003617,736,2025-01-21,Partners,448.96
O003618,911,2024-01-12,Fuerza Comercial,425.8
O003619,54,2025-10-31,Online,382.43
O003620,401,2025-11-10,Online,210.26
O003621,257,2024-06-03,Fuerza Comercial,418.44
O003622,199,2025-07-12,Online,544.12
O003623,2,2025-08-20,Fuerza Comercial,358.02
O003624,343,2024-08-25,Fuerza Comercial,437.26
O003625,490,2025-05-16,Online,423.83
O003626,46,2025-04-15,Fuerza Comercial,1438.24
O003627,964,2024-05-06,Fuerza Comercial,340.34
O003628,831,2024-07-16,Online,1178.89
O003629,215,2025-03-07,Fuerza Comercial,329.4
O003630,198,2024-02-21,Online,435.44
O003631,1172,2025-12-22,Online,292.84
O003632,103,2025-09-26,Fuerza Comercial,172.63
O003633,458,2025-02-13,Online,315.99
O003634,188,2024-10-17,Partners,581.72
O003635,977,2025-10-11,Fuerza Comercial,362.74
O003636,389,2024-01-18,Online,288.57
O003637,972,2025-08-03,Partners,400.72
O003638,1046,2025-01-27,Online,276.56
O003639,902,2024-11-01,Online,605.86
O003640,1067,2025-02-11,Fuerza Comercial,726.32
O003641,761,2025-05-03,Online,132.94
O003642,734,2024-04-01,Fuerza Comercial,491.6
O003643,690,2025-08-04,Online,907.08
O003644,408,2025-08-03,Online,489.9
O003645,1084,2025-01-20,Partners,386.94
O003646,906,2025-01-24,Online,246.54
O003647,661,2025-10-14,Fuerza Comercial,249.37
O003648,1096,2025-05-17,Online,781.55
O003649,1185,2025-08-06,Online,303.19
O003650,1013,2025-12-15,Fuerza Comercial,834.2
O003651,485,2025-02-14,Online,770.05
O003652,648,2024-03-21,Fuerza Comercial,294.35
O003653,1074,2025-10-28,Online,390.94
O003654,1014,2025-07-28,Online,281.02
O003655,478,2025-03-24,Online,158.71
O003656,889,2024-09-14,Fuerza Comercial,444.54
O003657,111,2025-11-19,Partners,663.68
O003658,686,2024-07-29,Partners,1135.36
O003659,552,2024-08-04,Fuerza Comercial,706.87
O003660,25,2025-02-05,Online,752.14
O003661,1114,2024-09-01,Partners,403.66
O003662,140,2024-08-14,Online,145.58
O003663,256,2024-10-09,Fuerza Comercial,514.43
O003664,17,2025-07-18,Online,383.92
O003665,422,2024-03-25,Online,521.15
O003666,829,2025-11-04,Online,58.77
O003667,817,2024-03-01,Online,297.97
O003668,968,2024-07-03,Fuerza Comercial,313.98
O003669,941,2025-06-07,Partners,379.84
O003670,1033,2025-04-17,Online,200.67
O003671,417,2025-02-17,Fuerza Comercial,909.22
O003672,804,2025-03-08,Partners,479.16
O003673,833,2024-11-13,Fuerza Comercial,436.97
O003674,31,2024-05-08,Online,309.91
O003675,517,2025-03-25,Online,423.46
O003676,1139,2025-07-12,Online,1072.86
O003677,838,2024-11-05,Online,309.75
O003678,196,2025-03-29,Fuerza Comercial,798.26
O003679,672,2024-11-16,Fuerza Comercial,454.32
O003680,861,2025-12-08,Online,254.64
O003681,15,2025-03-31,Fuerza Comercial,656.2
O003682,1148,2024-10-24,Fuerza Comercial,522.64
O003683,25,2025-07-02,Fuerza Comercial,816.02
O003684,809,2025-06-24,Online,619.07
O003685,1023,2025-07-19,Online,405.96
O003686,1095,2025-11-25,Fuerza Comercial,564.42
O003687,19,2025-05-29,Online,331.59
O003688,468,2025-11-23,Fuerza Comercial,211.25
O003689,381,2025-03-13,Online,296.0
O003690,783,2024-03-10,Fuerza Comercial,590.4
O003691,1038,2024-01-16,Online,300.4
O003692,687,2024-09-19,Online,407.04
O003693,234,2024-07-27,Online,374.77
O003694,159,2025-10-13,Fuerza Comercial,579.51
O003695,739,2024-05-01,Online,747.41
O003696,929,2024-06-01,Online,778.51
O003697,1166,2024-04-26,Online,523.6
O003698,696,2024-06-19,Online,345.14
O003699,719,2025-07-05,Fuerza Comercial,339.86
O003700,1077,2024-11-27,Online,660.32
O003701,225,2024-07-19,Online,239.87
O003702,822,2025-09-03,Online,1329.32
O003703,417,2025-09-06,Online,649.45
O003704,293,2024-12-01,Fuerza Comercial,352.41
O003705,1025,2025-07-10,Online,626.59
O003706,647,2025-08-07,Partners,173.23
O003707,203,2025-02-07,Online,149.11
O003708,488,2024-01-12,Online,391.45
O003709,876,2024-12-26,Online,215.06
O003710,533,2025-08-23,Partners,414.09
O003711,981,2025-07-03,Online,345.61
O003712,273,2024-03-24,Online,625.72
O003713,616,2024-01-29,Partners,279.27
O003714,1033,2024-08-31,Partners,632.1
O003715,117,2025-05-01,Fuerza Comercial,666.49
O003716,547,2024-09-01,Online,794.8
O003717,991,2024-11-08,Fuerza Comercial,180.77
O003718,20,2024-06-01,Fuerza Comercial,482.93
O003719,453,2025-01-02,Online,747.73
O003720,438,2025-04-01,Online,245.86
O003721,116,2024-11-02,Online,438.06
O003722,108,2024-01-17,Online,191.39
O003723,316,2025-04-11,Online,417.38
O003724,1198,2024-05-23,Online,161.91
O003725,729,2024-03-29,Online,225.38
O003726,349,2024-07-12,Fuerza Comercial,190.46
O003727,393,2025-06-17,Online,459.73
O003728,710,2025-06-14,Online,504.4
O003729,741,2024-06-17,Online,259.41
O003730,1107,2024-07-18,Online,526.21
O003731,826,2024-07-26,Partners,418.19
O003732,376,2024-03-24,Online,335.98
O003733,517,2025-09-03,Fuerza Comercial,478.13
O003734,47,2025-11-21,Fuerza Comercial,656.93
O003735,444,2024-05-27,Fuerza Comercial,241.51
O003736,130,2025-12-19,Fuerza Comercial,162.86
O003737,466,2024-09-09,Partners,591.98
O003738,728,2025-12-30,Fuerza Comercial,1157.98
O003739,147,2024-05-20,Online,511.08
O003740,930,2025-11-20,Fuerza Comercial,380.87
O003741,591,2025-04-13,Fuerza Comercial,260.6
O003742,801,2024-10-23,Fuerza Comercial,604.17
O003743,355,2024-09-02,Fuerza Comercial,235.66
O003744,581,2025-02-17,Online,802.63
O003745,995,2025-12-24,Fuerza Comercial,304.48
O003746,904,2024-02-04,Online,698.82
O003747,1009,2024-03-28,Fuerza Comercial,242.11
O003748,502,2024-01-28,Online,259.38
O003749,1086,2024-10-10,Online,234.08
O003750,337,2024-08-31,Online,732.13
O003751,975,2025-12-04,Fuerza Comercial,254.09
O003752,1071,2025-06-19,Fuerza Comercial,647.22
O003753,544,2024-12-16,Fuerza Comercial,395.61
O003754,595,2024-08-05,Fuerza Comercial,247.89
O003755,565,2024-04-09,Online,218.41
O003756,1183,2024-02-23,Online,274.11
O003757,1171,2025-08-19,Fuerza Comercial,681.59
O003758,45,2024-06-26,Online,386.49
O003759,1192,2025-12-31,Online,500.01
O003760,1121,2025-03-02,Partners,423.87
O003761,936,2024-12-27,Fuerza Comercial,204.26
O003762,566,2024-07-22,Online,816.26
O003763,163,2025-08-06,Fuerza Comercial,
O003764,826,2025-06-30,Fuerza Comercial,601.74
O003765,808,2024-11-12,Online,790.84
O003766,641,2024-07-04,Fuerza Comercial,167.7
O003767,639,2024-03-02,Online,428.51
O003768,230,2024-06-05,Online,603.73
O003769,223,2024-08-30,Online,297.28
O003770,988,2024-07-27,Online,499.05
O003771,959,2025-11-22,Fuerza Comercial,357.04
O003772,963,2025-06-27,Online,233.04
O003773,945,2024-08-02,Fuerza Comercial,507.7
O003774,294,2025-07-19,Online,
O003775,247,2025-10-27,Fuerza Comercial,771.98
O003776,333,2024-12-13,Online,533.99
O003777,761,2025-01-21,Online,429.04
O003778,327,2024-10-05,Online,893.1
O003779,1015,2025-10-21,Online,346.38
O003780,261,2025-05-04,Fuerza Comercial,267.44
O003781,661,2025-12-05,Online,526.87
O003782,1082,2025-01-11,Fuerza Comercial,360.71
O003783,731,2024-09-16,Online,307.7
O003784,1109,2025-10-04,Online,613.03
O003785,180,2025-10-21,Fuerza Comercial,496.39
O003786,925,2025-12-15,Online,254.09
O003787,388,2024-07-04,Fuerza Comercial,635.27
O003788,48,2024-07-21,Online,226.19
O003789,868,2025-04-18,Online,976.88
O003790,486,2025-06-15,Partners,720.8
O003791,1162,2024-09-16,Fuerza Comercial,353.7
O003792,509,2025-12-11,Fuerza Comercial,456.23
O003793,73,2025-08-08,Fuerza Comercial,
O003794,88,2025-07-23,Partners,459.74
O003795,1086,2025-06-10,Online,341.01
O003796,345,2025-01-03,Fuerza Comercial,672.63
O003797,371,2025-01-10,Fuerza Comercial,316.9
O003798,199,2024-08-22,Online,724.09
O003799,381,2025-12-30,Online,247.25
O003800,242,2025-07-21,Fuerza Comercial,259.74
O003801,1100,2024-02-27,Fuerza Comercial,184.49
O003802,765,2024-07-22,Partners,234.13
O003803,338,2025-08-31,Partners,351.55
O003804,87,2025-12-21,Online,536.38
O003805,97,2024-05-01,Fuerza Comercial,320.08
O003806,310,2025-08-06,Online,200.45
O003807,296,2024-02-08,Fuerza Comercial,205.53
O003808,533,2024-03-02,Fuerza Comercial,681.33
O003809,226,2025-02-03,Online,570.24
O003810,150,2025-05-15,Fuerza Comercial,263.05
O003811,169,2024-07-10,Online,220.13
O003812,377,2024-01-10,Online,220.91
O003813,613,2025-12-08,Fuerza Comercial,615.42
O003814,1057,2024-08-04,Partners,422.84
O003815,276,2025-03-02,Online,617.65
O003816,802,2024-04-06,Online,787.43
O003817,325,2025-11-21,Fuerza Comercial,305.5
O003818,728,2024-09-06,Fuerza Comercial,506.89
O003819,294,2025-06-19,Online,100.71
O003820,888,2024-12-18,Partners,
O003821,206,2025-09-17,Online,288.39
O003822,483,2024-04-24,Fuerza Comercial,563.23
O003823,561,2025-09-07,Partners,398.22
O003824,282,2025-09-21,Partners,837.78
O003825,638,2024-08-04,Partners,462.29
O003826,320,2025-07-31,Online,1035.26
O003827,73,2024-12-01,Fuerza Comercial,799.68
O003828,363,2024-07-18,Fuerza Comercial,356.48
O003829,530,2024-05-15,Fuerza Comercial,172.67
O003830,390,2024-07-14,Fuerza Comercial,515.32
O003831,496,2025-08-28,Online,354.95
O003832,911,2024-11-07,Online,411.59
O003833,1078,2025-06-15,Online,400.7
O003834,964,2025-12-01,Online,271.0
O003835,1191,2024-09-10,Fuerza Comercial,367.68
O003836,959,2025-12-27,Fuerza Comercial,772.12
O003837,805,2025-06-10,Online,832.99
O003838,969,2024-10-16,Online,812.05
O003839,1009,2025-08-26,Fuerza Comercial,659.45
O003840,784,2024-10-16,Partners,1185.77
O003841,831,2024-05-30,Online,621.69
O003842,567,2025-11-16,Online,153.41
O003843,376,2024-12-06,Fuerza Comercial,601.55
O003844,896,2024-02-14,Online,370.33
O003845,158,2024-11-30,Online,864.92
O003846,891,2024-04-28,Partners,159.68
O003847,876,2024-08-18,Partners,231.21
O003848,1104,2024-04-28,Partners,787.99
O003849,20,2025-04-02,Fuerza Comercial,62.95
O003850,999,2025-06-07,Partners,150.57
O003851,828,2025-03-23,Online,728.73
O003852,1008,2024-08-13,Partners,236.14
O003853,211,2025-12-11,Online,420.97
O003854,957,2025-12-20,Online,700.14
O003855,583,2024-07-11,Online,1692.6
O003856,577,2024-12-15,Fuerza Comercial,342.98
O003857,351,2025-11-16,Fuerza Comercial,500.31
O003858,222,2025-11-07,Fuerza Comercial,322.01
O003859,1192,2025-07-21,Online,765.29
O003860,1124,2025-11-07,Fuerza Comercial,672.82
O003861,64,2025-03-29,Partners,148.47
O003862,283,2024-08-26,Fuerza Comercial,420.17
O003863,167,2025-03-17,Partners,228.64
O003864,410,2024-01-07,Fuerza Comercial,407.84
O003865,564,2025-08-19,Online,519.9
O003866,980,2024-01-04,Online,998.28
O003867,279,2025-05-19,Online,844.54
O003868,885,2024-04-25,Online,726.48
O003869,1180,2025-11-26,Fuerza Comercial,355.54
O003870,153,2025-09-24,Partners,674.42
O003871,1143,2025-07-11,Online,287.78
O003872,1004,2024-12-28,Fuerza Comercial,404.72
O003873,514,2024-06-27,Fuerza Comercial,348.34
O003874,363,2025-02-19,Online,747.94
O003875,139,2025-10-29,Online,319.86
O003876,962,2025-02-20,Online,1561.38
O003877,847,2024-01-21,Online,369.78
O003878,40,2024-09-24,Online,135.8
O003879,470,2025-02-25,Online,559.16
O003880,650,2024-09-20,Partners,651.32
O003881,127,2024-12-05,Online,300.25
O003882,284,2025-07-07,Online,764.97
O003883,87,2024-07-18,Fuerza Comercial,328.36
O003884,382,2025-06-02,Fuerza Comercial,1055.67
O003885,226,2025-05-31,Fuerza Comercial,408.45
O003886,987,2024-10-26,Partners,592.61
O003887,1058,2024-03-24,Partners,145.27
O003888,637,2024-09-13,Fuerza Comercial,1018.7
O003889,952,2025-02-24,Partners,389.63
O003890,30,2024-12-29,Fuerza Comercial,610.48
O003891,596,2025-05-27,Online,185.29
O003892,597,2024-06-26,Fuerza Comercial,570.3
O003893,978,2024-05-31,Fuerza Comercial,622.94
O003894,983,2025-05-26,Online,75.75
O003895,450,2024-11-19,Fuerza Comercial,291.06
O003896,684,2025-06-23,Partners,305.96
O003897,1197,2024-03-15,Online,744.67
O003898,612,2024-05-29,Fuerza Comercial,330.03
O003899,251,2025-06-25,Online,245.7
O003900,261,2025-10-16,Partners,277.49
O003901,664,2025-05-22,Fuerza Comercial,666.76
O003902,903,2025-12-26,Partners,539.16
O003903,140,2025-01-21,Online,349.75
O003904,668,2025-03-17,Online,331.32
O003905,73,2025-05-20,Online,609.02
O003906,493,2025-12-07,Fuerza Comercial,87.76
O003907,1055,2024-08-06,Online,707.86
O003908,722,2024-08-21,Online,343.96
O003909,666,2024-07-15,Online,397.02
O003910,1172,2025-03-04,Online,946.76
O003911,261,2024-04-08,Online,778.81
O003912,973,2025-04-26,Fuerza Comercial,375.26
O003913,377,2024-12-30,Fuerza Comercial,228.45
O003914,694,2024-11-29,Online,329.19
O003915,636,2025-10-29,Partners,358.24
O003916,26,2025-10-03,Fuerza Comercial,690.55
O003917,862,2024-01-27,Online,200.25
O003918,18,2025-07-20,Online,339.6
O003919,1142,2025-11-22,Online,249.67
O003920,1119,2025-01-26,Online,460.19
O003921,481,2024-06-18,Online,453.94
O003922,928,2024-08-02,Online,585.59
O003923,117,2025-07-29,Partners,547.26
O003924,1193,2025-09-28,Online,1307.87
O003925,276,2025-07-03,Fuerza Comercial,663.02
O003926,1120,2024-09-05,Online,893.8
O003927,1192,2025-07-17,Fuerza Comercial,344.45
O003928,147,2025-11-22,Fuerza Comercial,731.13
O003929,1046,2024-07-30,Online,436.66
O003930,334,2025-10-21,Fuerza Comercial,393.31
O003931,416,2024-06-22,Fuerza Comercial,365.39
O003932,531,2025-11-19,Partners,275.82
O003933,481,2025-02-13,Online,674.16
O003934,719,2025-04-14,Online,164.22
O003935,890,2024-06-06,Online,721.21
O003936,744,2024-07-30,Fuerza Comercial,479.37
O003937,216,2024-07-28,Online,397.62
O003938,326,2025-04-07,Fuerza Comercial,120.39
O003939,1026,2025-11-16,Online,342.87
O003940,469,2024-01-05,Fuerza Comercial,449.34
O003941,1028,2024-02-28,Online,486.38
O003942,1120,2024-10-02,Online,861.05
O003943,173,2025-03-18,Fuerza Comercial,324.6
O003944,710,2025-12-06,Online,541.79
O003945,973,2025-12-26,Partners,508.13
O003946,629,2024-08-11,Online,874.27
O003947,780,2025-01-20,Partners,553.08
O003948,1092,2025-03-10,Online,444.7
O003949,1165,2024-12-20,Online,433.99
O003950,776,2025-01-11,Partners,298.25
O003951,243,2024-04-11,Fuerza Comercial,594.35
O003952,523,2024-06-21,Fuerza Comercial,399.91
O003953,1172,2025-07-24,Partners,157.37
O003954,246,2025-05-07,Online,769.77
O003955,807,2024-03-27,Online,656.12
O003956,744,2024-04-10,Partners,604.09
O003957,710,2025-11-03,Online,1243.66
O003958,812,2024-08-08,Online,312.02
O003959,1155,2025-02-18,Online,196.36
O003960,74,2024-03-08,Online,530.23
O003961,8,2024-02-17,Online,257.37
O003962,592,2024-09-21,Online,723.54
O003963,1154,2024-08-03,Partners,640.88
O003964,473,2025-05-04,Partners,1090.93
O003965,1068,2024-02-06,Fuerza Comercial,841.67
O003966,1097,2025-12-31,Partners,1010.51
O003967,574,2024-11-13,Online,379.92
O003968,588,2024-08-30,Online,214.27
O003969,1133,2025-11-29,Partners,953.54
O003970,910,2025-12-06,Partners,
O003971,1187,2024-09-25,Online,117.04
O003972,212,2025-09-08,Online,430.45
O003973,899,2024-07-24,Fuerza Comercial,743.16
O003974,3,2024-02-24,Fuerza Comercial,616.24
O003975,264,2024-06-22,Online,1239.25
O003976,185,2024-06-12,Fuerza Comercial,633.88
O003977,777,2024-10-29,Online,235.26
O003978,423,2025-06-01,Online,376.82
O003979,169,2024-01-24,Online,129.19
O003980,28,2025-11-23,Fuerza Comercial,180.58
O003981,411,2025-05-03,Online,322.71
O003982,875,2025-03-16,Online,787.09
O003983,983,2025-01-28,Partners,550.75
O003984,799,2024-09-28,Online,800.23
O003985,784,2025-06-24,Online,749.26
O003986,177,2025-04-15,Fuerza Comercial,
O003987,587,2024-02-28,Partners,582.0
O003988,1183,2024-12-18,Online,426.07
O003989,170,2024-12-16,Fuerza Comercial,287.23
O003990,1021,2024-03-07,Online,607.25
O003991,729,2024-11-26,Online,1376.1
O003992,516,2025-08-23,Online,1355.05
O003993,1182,2024-07-16,Online,453.35
O003994,654,2025-03-29,Online,460.89
O003995,892,2025-06-23,Fuerza Comercial,210.32
O003996,667,2024-09-23,Fuerza Comercial,366.17
O003997,567,2024-04-21,Online,325.11
O003998,106,2024-08-21,Online,458.47
O003999,472,2025-04-26,Fuerza Comercial,323.57
O004000,132,2025-03-14,Fuerza Comercial,210.55
O004001,1195,2025-03-06,Fuerza Comercial,172.44
O004002,911,2025-07-10,Fuerza Comercial,77.55
O004003,406,2024-12-08,Online,507.88
O004004,75,2025-05-04,Online,365.13
O004005,880,2025-07-25,Partners,269.58
O004006,662,2025-04-02,Online,280.61
O004007,976,2024-07-19,Partners,259.44
O004008,1047,2025-06-10,Online,321.98
O004009,423,2025-03-05,Partners,380.78
O004010,934,2024-08-22,Online,291.25
O004011,1107,2024-02-25,Online,251.25
O004012,1095,2024-11-24,Partners,352.53
O004013,545,2024-06-02,Fuerza Comercial,136.82
O004014,392,2024-02-23,Partners,476.53
O004015,586,2024-05-19,Online,828.22
O004016,842,2024-01-09,Fuerza Comercial,316.27
O004017,702,2025-01-27,Fuerza Comercial,509.23
O004018,385,2024-09-08,Online,251.47
O004019,969,2024-04-08,Online,457.88
O004020,324,2025-02-12,Online,281.66
O004021,118,2025-05-30,Online,243.82
O004022,339,2025-05-06,Online,769.26
O004023,1064,2025-09-15,Fuerza Comercial,192.25
O004024,105,2024-12-06,Fuerza Comercial,352.54
O004025,593,2025-12-27,Partners,256.13
O004026,35,2024-10-27,Online,860.87
O004027,643,2025-05-21,Online,90.42
O004028,223,2024-04-08,Online,382.66
O004029,119,2024-08-24,Fuerza Comercial,343.06
O004030,655,2025-12-16,Online,457.61
O004031,740,2025-12-28,Fuerza Comercial,308.12
O004032,139,2024-08-12,Online,301.32
O004033,1017,2025-03-16,Partners,1008.44
O004034,305,2024-02-17,Online,362.35
O004035,445,2024-04-03,Online,850.01
O004036,551,2025-06-29,Online,410.33
O004037,584,2025-11-27,Online,357.74
O004038,638,2024-05-24,Fuerza Comercial,252.37
O004039,722,2024-09-20,Online,380.78
O004040,969,2024-07-19,Partners,397.28
O004041,635,2024-06-27,Fuerza Comercial,577.51
O004042,815,2025-06-11,Online,304.78
O004043,536,2024-01-02,Online,212.31
O004044,170,2025-06-27,Online,235.96
O004045,10,2024-01-10,Online,454.37
O004046,1009,2024-12-18,Online,213.2
O004047,150,2024-09-18,Partners,381.07
O004048,811,2025-01-10,Fuerza Comercial,301.69
O004049,1135,2024-02-23,Online,1460.38
O004050,848,2025-02-15,Online,691.02
O004051,406,2024-07-06,Online,414.07
O004052,682,2025-08-23,Fuerza Comercial,295.69
O004053,356,2025-07-07,Fuerza Comercial,583.84
O004054,55,2024-08-28,Fuerza Comercial,187.58
O004055,387,2025-05-20,Online,338.32
