orden_id,metodo_pago,estado_pago,fecha_pago
O003367,Tarjeta,Pagado,2024-11-25
O003368,Tarjeta,Pagado,2025-02-22
O003369,Tarjeta,Pagado,2024-10-21
O003370,Tarjeta,Pagado,2025-12-19
O003371,PSE,Pagado,2024-01-31
O003372,Tarjeta,Pagado,2025-03-28
O003373,Transferencia,Pagado,2024-09-20
O003374,PSE,Pagado,2025-02-06
O003375,Tarjeta,Pagado,2024-08-12
O003376,PSE,Pagado,2025-08-05
O003377,Efectivo,Pagado,2024-03-30
O003378,Transferencia,Pagado,2024-04-02
O003379,Tarjeta,Pagado,2024-10-15
O003380,Efectivo,Pagado,2024-12-06
O003381,Tarjeta,Pendiente,2025-07-06
O003382,Tarjeta,Pagado,2024-04-23
O003383,Transferencia,Pagado,2025-08-01
O003384,Tarjeta,Pagado,2024-09-28
O003385,Transferencia,Pagado,2024-08-30
O003386,Tarjeta,Pagado,2024-03-24
O003387,PSE,Pagado,2024-09-18
O003388,Tarjeta,Pendiente,2024-10-11
O003389,Tarjeta,Pagado,2025-01-15
O003390,PSE,Pagado,2025-10-09
O003391,Efectivo,Pagado,2025-01-17
O003392,Tarjeta,Pagado,2025-12-18
O003393,Tarjeta,Rechazado,2025-04-27
O003394,Tarjeta,Pagado,2025-09-09
O003395,Transferencia,Pagado,2024-11-30
O003396,Tarjeta,Pagado,2024-09-09
O003397,Transferencia,Pagado,2024-12-13
O003398,PSE,Pagado,2025-04-20
O003399,PSE,Pagado,2025-07-05
O003400,Tarjeta,Pagado,2026-01-01
O003401,Tarjeta,Pagado,2025-11-02
O003402,Tarjeta,Pagado,2025-03-05
O003403,Tarjeta,Pagado,2025-12-05
O003404,Tarjeta,Pagado,2024-10-20
O003405,Transferencia,Pagado,2025-02-23
O003406,Tarjeta,Pagado,2025-04-12
O003407,Transferencia,Pagado,2024-02-16
O003408,Tarjeta,Pagado,2025-03-14
O003409,Tarjeta,Pagado,2024-10-15
O003410,Tarjeta,Pagado,2025-10-12
O003411,Transferencia,Pendiente,2025-04-09
O003412,PSE,Pagado,2024-04-23
O003413,Tarjeta,Pagado,2024-12-04
O003414,Tarjeta,Pendiente,2025-08-30
O003415,PSE,Pagado,2025-12-08
O003416,Tarjeta,Pagado,2025-01-16
O003417,Tarjeta,Pagado,2025-01-20
O003418,Tarjeta,Pagado,2025-02-19
O003419,Tarjeta,Pagado,2024-03-15
O003420,Tarjeta,Pendiente,2025-04-29
O003421,Efectivo,Pagado,2025-08-30
O003422,Tarjeta,Pendiente,2024-12-10
O003423,PSE,Pagado,2024-07-19
O003424,Transferencia,Pagado,2024-11-22
O003425,Tarjeta,Pagado,2025-11-24
O003426,Tarjeta,Pagado,2025-09-20
O003427,Tarjeta,Pagado,2025-10-28
O003428,Tarjeta,Pagado,2025-03-16
O003429,Tarjeta,Pagado,2025-01-27
O003430,Efectivo,Pagado,2025-02-10
O003431,PSE,Pagado,2025-05-07
O003432,Tarjeta,Pagado,2025-02-19
O003433,PSE,Pagado,2024-07-20
O003434,Tarjeta,Pagado,2024-01-03
O003435,Transferencia,Pagado,2025-02-21
O003436,Tarjeta,Pagado,2025-04-23
O003437,Tarjeta,Pagado,2024-08-27
O003438,PSE,Pagado,2024-07-16
O003439,Tarjeta,Pagado,2025-09-12
O003440,Transferencia,Pagado,2025-06-19
O003441,Transferencia,Pagado,2025-01-21
O003442,PSE,Pendiente,2024-11-20
O003443,Transferencia,Pendiente,2024-08-19
O003444,Transferencia,Pagado,2026-01-03
O003445,Tarjeta,Pagado,2025-03-07
O003446,Transferencia,Pagado,2025-04-26
O003447,Tarjeta,Pendiente,2025-01-08
O003448,Tarjeta,Pagado,2026-01-06
O003449,Tarjeta,Pagado,2024-07-07
O003450,Transferencia,Pagado,2025-10-04
O003451,Transferencia,Pagado,2025-05-27
O003452,PSE,Pagado,2024-02-04
O003453,PSE,Pendiente,2025-07-23
O003454,Tarjeta,Rechazado,2024-09-03
O003455,Tarjeta,Rechazado,2024-06-11
O003456,Transferencia,Pagado,2025-04-03
O003457,Transferencia,Pagado,2024-04-14
O003458,Tarjeta,Pendiente,2024-09-19
O003459,Transferencia,Pagado,2024-02-15
O003460,Transferencia,Pendiente,2024-04-30
O003461,Transferencia,Pagado,2024-11-01
O003462,PSE,Pagado,2026-01-05
O003463,Tarjeta,Pagado,2025-03-01
O003464,Tarjeta,Pagado,2024-06-09
O003465,Tarjeta,Pagado,2024-06-30
O003466,Transferencia,Pagado,2024-05-13
O003467,Tarjeta,Pagado,2024-07-16
O003468,PSE,Pagado,2024-04-29
O003469,Tarjeta,Pagado,2025-02-19
O003470,Transferencia,Pendiente,2025-02-20
O003471,Transferencia,Pagado,2024-04-23
O003472,Tarjeta,Pagado,2025-10-21
O003473,Tarjeta,Pagado,2024-08-02
O003474,Transferencia,Pagado,2025-11-25
O003475,PSE,Pagado,2025-07-01
O003476,PSE,Pagado,2024-02-05
O003477,Tarjeta,Pagado,2024-03-18
O003478,Transferencia,Pagado,2025-11-18
O003479,Transferencia,Rechazado,2025-01-15
O003480,Transferencia,Pagado,2024-08-18
O003481,Tarjeta,Pagado,2025-03-07
O003482,Transferencia,Pagado,2025-04-18
O003483,PSE,Pagado,2025-07-24
O003484,Tarjeta,Pagado,2024-05-12
O003485,PSE,Rechazado,2024-06-13
O003486,Transferencia,Pagado,2025-09-27
O003487,PSE,Pagado,2024-07-02
O003488,Transferencia,Pagado,2025-06-08
O003489,Tarjeta,Pagado,2024-10-02
O003490,PSE,Pagado,2025-08-28
O003491,Tarjeta,Pagado,2024-07-04
O003492,Tarjeta,Pagado,2024-04-05
O003493,Tarjeta,Pagado,2024-09-22
O003494,PSE,Pagado,2024-09-11
O003495,Transferencia,Pagado,2025-06-09
O003496,Tarjeta,Pagado,2025-08-18
O003497,Tarjeta,Pagado,2024-10-26
O003498,Tarjeta,Pagado,2025-03-02
O003499,Transferencia,Pagado,2025-04-28
O003500,Tarjeta,Pagado,2025-11-30
O003501,Transferencia,Pagado,2025-11-03
O003502,Efectivo,Pendiente,2025-12-11
O003503,Tarjeta,Pagado,2024-02-22
O003504,Tarjeta,Pendiente,2024-09-17
O003505,Transferencia,Pagado,2025-07-06
O003506,PSE,Pagado,2024-12-09
O003507,Transferencia,Pagado,2025-04-02
O003508,Transferencia,Pagado,2025-04-17
O003509,Transferencia,Pagado,2024-02-06
O003510,PSE,Pagado,2024-08-25
O003511,Transferencia,Pagado,2024-05-21
O003512,Tarjeta,Pagado,2024-03-03
O003513,Tarjeta,Pagado,2024-02-21
O003514,PSE,Pagado,2025-10-04
O003515,Tarjeta,Pagado,2025-10-19
O003516,Transferencia,Pagado,2024-08-06
O003517,Efectivo,Pendiente,2025-10-27
O003518,Tarjeta,Pagado,2025-06-07
O003519,Efectivo,Pagado,2024-02-11
O003520,Transferencia,Pagado,2025-06-03
O003521,Tarjeta,Pagado,2025-09-11
O003522,PSE,Pagado,2024-09-19
O003523,Transferencia,Pagado,2025-11-19
O003524,Tarjeta,Pagado,2025-11-27
O003525,Efectivo,Pagado,2024-04-22
O003526,Transferencia,Pagado,2025-09-26
O003527,Transferencia,Pendiente,2025-03-25
O003528,Tarjeta,Pagado,2025-11-20
O003529,Tarjeta,Pagado,2026-01-06
O003530,PSE,Pagado,2025-07-01
O003531,Transferencia,Pagado,2025-02-19
O003532,Tarjeta,Pagado,2025-08-10
O003533,Efectivo,Pagado,2024-06-10
O003534,Tarjeta,Pagado,2024-03-11
O003535,PSE,Pagado,2024-06-26
O003536,PSE,Pagado,2024-11-02
O003537,Transferencia,Pagado,2024-06-17
O003538,PSE,Pagado,2025-04-19
O003539,Efectivo,Pagado,2024-01-25
O003540,Tarjeta,Pagado,2024-08-27
O003541,Tarjeta,Pagado,2024-10-05
O003542,PSE,Pagado,2025-04-21
O003543,Tarjeta,Pagado,2024-12-05
O003544,Tarjeta,Pagado,2024-12-05
O003545,Transferencia,Rechazado,2024-11-19
O003546,Tarjeta,Pendiente,2024-02-03
O003547,PSE,Pagado,2024-12-07
O003548,Transferencia,Pagado,2025-07-17
O003549,Tarjeta,Pagado,2025-11-23
O003550,Transferencia,Pagado,2025-06-27
O003551,Tarjeta,Pendiente,2025-11-15
O003552,Transferencia,Pagado,2025-11-01
O003553,Transferencia,Pagado,2025-06-03
O003554,PSE,Pagado,2024-01-20
O003555,Tarjeta,Pagado,2025-12-20
O003556,Efectivo,Pagado,2024-07-10
O003557,Tarjeta,Pagado,2024-12-24
O003558,Transferencia,Pagado,2024-02-27
O003559,Transferencia,Pagado,2025-09-05
O003560,Transferencia,Pagado,2024-11-30
O003561,PSE,Pagado,2025-03-12
O003562,Tarjeta,Pagado,2025-07-17
O003563,Tarjeta,Pagado,2025-09-12
O003564,Tarjeta,Pagado,2024-04-17
O003565,Transferencia,Pagado,2025-10-13
O003566,Tarjeta,Pendiente,2024-10-15
O003567,Tarjeta,Pagado,2024-03-13
O003568,Efectivo,Pagado,2024-01-15
O003569,Transferencia,Pagado,2024-05-10
O003570,Tarjeta,Pagado,2024-02-01
O003571,Tarjeta,Pagado,2024-01-11
O003572,Tarjeta,Pagado,2024-02-14
O003573,Tarjeta,Pagado,2025-03-27
O003574,Tarjeta,Pagado,2024-06-11
O003575,Tarjeta,Pagado,2024-10-21
O003576,Transferencia,Pagado,2025-06-17
O003577,Transferencia,Pagado,2025-02-16
O003578,Transferencia,Pagado,2025-05-06
O003579,Transferencia,Pendiente,2024-06-10
O003580,Transferencia,Pagado,2024-06-21
O003581,Transferencia,Pagado,2024-01-22
O003582,Transferencia,Rechazado,2024-12-11
O003583,Tarjeta,Pagado,2025-08-02
O003584,Tarjeta,Pagado,2025-11-22
O003585,Tarjeta,Pagado,2024-08-27
O003586,Tarjeta,Pagado,2025-07-19
O003587,Tarjeta,Pagado,2024-03-17
O003588,Tarjeta,Pagado,2024-10-13
O003589,Tarjeta,Pagado,2025-11-03
O003590,Tarjeta,Pagado,2025-08-07
O003591,Tarjeta,Rechazado,2025-11-24
O003592,Efectivo,Pagado,2024-09-15
O003593,Tarjeta,Pagado,2025-02-15
O003594,Tarjeta,Pagado,2025-01-18
O003595,PSE,Pagado,2024-11-01
O003596,Transferencia,Pagado,2025-12-14
O003597,Transferencia,Pagado,2025-02-03
O003598,Tarjeta,Pagado,2024-12-25
O003599,Tarjeta,Pagado,2024-02-28
O003600,Transferencia,Pagado,2024-02-14
O003601,Transferencia,Pagado,2025-09-27
O003602,PSE,Pagado,2025-11-24
O003603,Transferencia,Pagado,2024-12-26
O003604,Tarjeta,Pagado,2025-04-08
O003605,Transferencia,Pagado,2025-02-21
O003606,Tarjeta,Pagado,2024-04-21
O003607,Tarjeta,Pagado,2025-11-20
O003608,Transferencia,Pagado,2025-07-16
O003609,Tarjeta,Pagado,2024-01-15
O003610,Transferencia,Pagado,2025-12-10
O003611,Transferencia,Pagado,2025-07-05
O003612,Transferencia,Pagado,2025-08-27
O003613,PSE,Pagado,2025-07-15
O003614,Transferencia,Pagado,2024-10-30
O003615,Tarjeta,Pagado,2025-11-05
O003616,Tarjeta,Pagado,2024-07-16
O003617,PSE,Pagado,2025-01-25
O003618,Tarjeta,Pagado,2024-01-16
O003619,Tarjeta,Pagado,2025-11-04
O003620,Tarjeta,Pagado,2025-11-15
O003621,Efectivo,Pagado,2024-06-10
O003622,Tarjeta,Pagado,2025-07-17
O003623,Tarjeta,Pagado,2025-08-28
O003624,PSE,Pagado,2024-08-25
O003625,PSE,Pagado,2025-05-21
O003626,Tarjeta,Pagado,2025-04-23
O003627,PSE,Pagado,2024-05-10
O003628,Tarjeta,Pagado,2024-07-22
O003629,PSE,Pagado,2025-03-11
O003630,Transferencia,Pagado,2024-02-24
O003631,Tarjeta,Pagado,2025-12-29
O003632,Tarjeta,Pendiente,2025-09-27
O003633,Tarjeta,Pagado,2025-02-14
O003634,Tarjeta,Pagado,2024-10-19
O003635,Tarjeta,Pagado,2025-10-19
O003636,Tarjeta,Pagado,2024-01-26
O003637,Transferencia,Pagado,2025-08-03
O003638,Tarjeta,Pagado,2025-01-28
O003639,PSE,Pagado,2024-11-05
O003640,Tarjeta,Pagado,2025-02-13
O003641,Transferencia,Pagado,2025-05-08
O003642,Tarjeta,Pagado,2024-04-05
O003643,Transferencia,Pagado,2025-08-05
O003644,Tarjeta,Pagado,2025-08-04
O003645,Tarjeta,Pagado,2025-01-23
O003646,Transferencia,Pagado,2025-01-31
O003647,Tarjeta,Pagado,2025-10-15
O003648,Tarjeta,Pagado,2025-05-22
O003649,Tarjeta,Pagado,2025-08-07
O003650,PSE,Pagado,2025-12-17
O003651,Transferencia,Pagado,2025-02-18
O003652,PSE,Pagado,2024-03-28
O003653,Transferencia,Pagado,2025-11-02
O003654,PSE,Pagado,2025-08-04
O003655,PSE,Pagado,2025-03-29
O003656,PSE,Pagado,2024-09-22
O003657,Tarjeta,Pagado,2025-11-19
O003658,Tarjeta,Pagado,2024-08-01
O003659,PSE,Pagado,2024-08-11
O003660,Transferencia,Pagado,2025-02-06
O003661,PSE,Pagado,2024-09-05
O003662,Tarjeta,Pagado,2024-08-18
O003663,Tarjeta,Pagado,2024-10-12
O003664,Transferencia,Pagado,2025-07-27
O003665,Tarjeta,Pagado,2024-03-26
O003666,Tarjeta,Pagado,2025-11-09
O003667,Transferencia,Pagado,2024-03-04
O003668,Transferencia,Pagado,2024-07-12
O003669,Transferencia,Pagado,2025-06-07
O003670,Tarjeta,Pagado,2025-04-23
O003671,PSE,Pagado,2025-02-18
O003672,Transferencia,Pagado,2025-03-13
O003673,Tarjeta,Pagado,2024-11-13
O003674,Efectivo,Pagado,2024-05-16
O003675,Tarjeta,Pagado,2025-04-03
O003676,Tarjeta,Pagado,2025-07-16
O003677,Tarjeta,Pagado,2024-11-12
O003678,Tarjeta,Pagado,2025-04-04
O003679,Transferencia,Pagado,2024-11-19
O003680,Transferencia,Pagado,2025-12-10
O003681,PSE,Pagado,2025-04-07
O003682,Tarjeta,Pagado,2024-10-24
O003683,Tarjeta,Pagado,2025-07-10
O003684,Tarjeta,Pagado,2025-07-03
O003685,PSE,Pagado,2025-07-26
O003686,Tarjeta,Pagado,2025-11-30
O003687,Efectivo,Pagado,2025-06-02
O003688,Transferencia,Pagado,2025-11-24
O003689,Transferencia,Pagado,2025-03-17
O003690,Efectivo,Pagado,2024-03-17
O003691,Transferencia,Pagado,2024-01-23
O003692,Transferencia,Pagado,2024-09-26
O003693,Tarjeta,Pagado,2024-07-30
O003694,PSE,Pagado,2025-10-21
O003695,Efectivo,Pagado,2024-05-02
O003696,PSE,Pagado,2024-06-10
O003697,Transferencia,Pagado,2024-05-02
O003698,Tarjeta,Pagado,2024-06-22
O003699,Tarjeta,Pagado,2025-07-13
O003700,Tarjeta,Pagado,2024-11-30
O003701,Tarjeta,Pagado,2024-07-26
O003702,Transferencia,Pagado,2025-09-09
O003703,Tarjeta,Pagado,2025-09-09
O003704,Tarjeta,Pagado,2024-12-09
O003705,Transferencia,Pagado,2025-07-11
O003706,Transferencia,Pagado,2025-08-12
O003707,Tarjeta,Pagado,2025-02-11
O003708,Transferencia,Pagado,2024-01-13
O003709,Tarjeta,Pagado,2024-12-26
O003710,Tarjeta,Pagado,2025-08-27
O003711,Tarjeta,Pagado,2025-07-11
O003712,Efectivo,Pagado,2024-03-26
O003713,Tarjeta,Pendiente,2024-01-31
O003714,PSE,Pagado,2024-09-08
O003715,Tarjeta,Pagado,2025-05-06
O003716,Transferencia,Pagado,2024-09-04
O003717,PSE,Pendiente,2024-11-17
O003718,Tarjeta,Pagado,2024-06-10
O003719,PSE,Pagado,2025-01-06
O003720,Tarjeta,Pagado,2025-04-05
O003721,Tarjeta,Pagado,2024-11-06
O003722,Transferencia,Pagado,2024-01-19
O003723,PSE,Pagado,2025-04-17
O003724,Transferencia,Pagado,2024-05-28
O003725,Transferencia,Pagado,2024-04-03
O003726,Transferencia,Pagado,2024-07-18
O003727,PSE,Pagado,2025-06-25
O003728,PSE,Pagado,2025-06-17
O003729,Tarjeta,Pagado,2024-06-22
O003730,PSE,Pagado,2024-07-22
O003731,Efectivo,Pagado,2024-07-30
O003732,Efectivo,Pagado,2024-03-31
O003733,PSE,Pagado,2025-09-07
O003734,Tarjeta,Pagado,2025-11-27
O003735,Tarjeta,Pagado,2024-06-02
O003736,PSE,Rechazado,2025-12-20
O003737,Tarjeta,Pendiente,2024-09-10
O003738,Transferencia,Pagado,2026-01-06
O003739,Tarjeta,Pagado,2024-05-29
O003740,Tarjeta,Pagado,2025-11-28
O003741,Transferencia,Pagado,2025-04-17
O003742,PSE,Pagado,2024-10-24
O003743,Transferencia,Pagado,2024-09-02
O003744,PSE,Pagado,2025-02-17
O003745,Tarjeta,Pagado,2025-12-29
O003746,PSE,Pagado,2024-02-07
O003747,Transferencia,Pagado,2024-04-04
O003748,Tarjeta,Pagado,2024-02-04
O003749,PSE,Pagado,2024-10-13
O003750,Tarjeta,Pagado,2024-08-31
O003751,Transferencia,Pagado,2025-12-08
O003752,Tarjeta,Pagado,2025-06-28
O003753,Tarjeta,Pagado,2024-12-17
O003754,PSE,Pagado,2024-08-09
O003755,Tarjeta,Pagado,2024-04-15
O003756,PSE,Pagado,2024-02-28
O003757,PSE,Pagado,2025-08-21
O003758,Tarjeta,Pagado,2024-07-04
O003759,PSE,Rechazado,2026-01-03
O003760,Transferencia,Pagado,2025-03-08
O003761,Efectivo,Pagado,2024-12-27
O003762,Efectivo,Pagado,2024-07-31
O003763,Tarjeta,Pagado,2025-08-15
O003764,Tarjeta,Pagado,2025-07-05
O003765,PSE,Pagado,2024-11-17
O003766,Efectivo,Rechazado,2024-07-12
O003767,Efectivo,Pagado,2024-03-07
O003768,Transferencia,Pagado,2024-06-07
O003769,Efectivo,Pagado,2024-09-03
O003770,Tarjeta,Pagado,2024-07-31
O003771,PSE,Pagado,2025-12-01
O003772,Transferencia,Pagado,2025-06-30
O003773,Transferencia,Pagado,2024-08-02
O003774,PSE,Pagado,2025-07-19
O003775,PSE,Pagado,2025-11-01
O003776,Efectivo,Pagado,2024-12-19
O003777,Efectivo,Pagado,2025-01-25
O003778,Efectivo,Pagado,2024-10-13
O003779,Tarjeta,Pagado,2025-10-22
O003780,Transferencia,Pagado,2025-05-04
O003781,Transferencia,Pagado,2025-12-12
O003782,PSE,Pagado,2025-01-16
O003783,Tarjeta,Pagado,2024-09-21
O003784,Tarjeta,Pagado,2025-10-10
O003785,Tarjeta,Pagado,2025-10-30
O003786,Transferencia,Pagado,2025-12-19
O003787,PSE,Pagado,2024-07-06
O003788,Tarjeta,Pagado,2024-07-28
O003789,Tarjeta,Pagado,2025-04-22
O003790,Tarjeta,Pagado,2025-06-20
O003791,Tarjeta,Pagado,2024-09-19
O003792,Tarjeta,Pagado,2025-12-14
O003793,Transferencia,Pagado,2025-08-11
O003794,Tarjeta,Pagado,2025-07-31
O003795,Efectivo,Pendiente,2025-06-15
O003796,Efectivo,Pagado,2025-01-06
O003797,Transferencia,Pagado,2025-01-14
O003798,Transferencia,Pagado,2024-08-23
O003799,Transferencia,Pendiente,2026-01-04
O003800,Tarjeta,Pagado,2025-07-28
O003801,PSE,Pagado,2024-02-29
O003802,Transferencia,Pagado,2024-07-22
O003803,Efectivo,Pagado,2025-09-03
O003804,Transferencia,Pagado,2025-12-27
O003805,PSE,Pagado,2024-05-08
O003806,Tarjeta,Pagado,2025-08-11
O003807,Transferencia,Pagado,2024-02-13
O003808,Tarjeta,Pagado,2024-03-08
O003809,Tarjeta,Pagado,2025-02-08
O003810,Tarjeta,Rechazado,2025-05-19
O003811,Tarjeta,Pagado,2024-07-11
O003812,PSE,Pagado,2024-01-19
O003813,Tarjeta,Pagado,2025-12-11
O003814,Tarjeta,Pagado,2024-08-04
O003815,Efectivo,Pagado,2025-03-06
O003816,Transferencia,Pagado,2024-04-06
O003817,Tarjeta,Pagado,2025-11-23
O003818,Tarjeta,Pagado,2024-09-07
O003819,Transferencia,Pendiente,2025-06-20
O003820,Tarjeta,Pagado,2024-12-26
O003821,PSE,Pagado,2025-09-26
O003822,Transferencia,Pagado,2024-04-25
O003823,Tarjeta,Pagado,2025-09-14
O003824,Transferencia,Pagado,2025-09-22
O003825,Tarjeta,Pagado,2024-08-04
O003826,Tarjeta,Pagado,2025-08-05
O003827,Efectivo,Pagado,2024-12-07
O003828,Tarjeta,Pagado,2024-07-19
O003829,Transferencia,Pagado,2024-05-17
O003830,Transferencia,Pagado,2024-07-16
O003831,Efectivo,Pagado,2025-08-29
O003832,Transferencia,Pagado,2024-11-08
O003833,PSE,Pagado,2025-06-19
O003834,Efectivo,Pagado,2025-12-08
O003835,Tarjeta,Pagado,2024-09-18
O003836,Tarjeta,Rechazado,2025-12-30
O003837,Tarjeta,Pagado,2025-06-14
O003838,Tarjeta,Pagado,2024-10-17
O003839,PSE,Pagado,2025-09-01
O003840,Transferencia,Pagado,2024-10-21
O003841,Tarjeta,Pagado,2024-06-04
O003842,PSE,Pagado,2025-11-20
O003843,PSE,Pagado,2024-12-15
O003844,Efectivo,Pagado,2024-02-16
O003845,Tarjeta,Pagado,2024-12-05
O003846,Tarjeta,Pagado,2024-04-30
O003847,Tarjeta,Pagado,2024-08-18
O003848,Tarjeta,Pendiente,2024-05-07
O003849,Transferencia,Pagado,2025-04-08
O003850,Transferencia,Pagado,2025-06-10
O003851,Tarjeta,Pagado,2025-03-26
O003852,PSE,Pendiente,2024-08-13
O003853,Tarjeta,Pagado,2025-12-19
O003854,Tarjeta,Pagado,2025-12-21
O003855,PSE,Pagado,2024-07-15
O003856,Tarjeta,Pendiente,2024-12-21
O003857,Transferencia,Pagado,2025-11-25
O003858,PSE,Pagado,2025-11-15
O003859,PSE,Pagado,2025-07-28
O003860,Tarjeta,Pagado,2025-11-13
O003861,PSE,Pendiente,2025-04-05
O003862,Tarjeta,Pagado,2024-09-04
O003863,Efectivo,Pagado,2025-03-24
O003864,Tarjeta,Pagado,2024-01-10
O003865,Tarjeta,Pagado,2025-08-19
O003866,Efectivo,Pagado,2024-01-10
O003867,Tarjeta,Pagado,2025-05-23
O003868,Efectivo,Pagado,2024-04-29
O003869,Transferencia,Pendiente,2025-11-26
O003870,Transferencia,Pagado,2025-09-25
O003871,PSE,Pagado,2025-07-11
O003872,Tarjeta,Pagado,2025-01-03
O003873,Transferencia,Pagado,2024-07-02
O003874,Transferencia,Pagado,2025-02-19
O003875,Efectivo,Pagado,2025-11-06
O003876,Efectivo,Pagado,2025-02-22
O003877,Tarjeta,Pagado,2024-01-27
O003878,Transferencia,Pagado,2024-09-25
O003879,Transferencia,Pagado,2025-03-04
O003880,PSE,Pagado,2024-09-21
O003881,Tarjeta,Pagado,2024-12-14
O003882,Tarjeta,Pagado,2025-07-13
O003883,Tarjeta,Pagado,2024-07-19
O003884,Transferencia,Pagado,2025-06-08
O003885,PSE,Pagado,2025-06-05
O003886,Transferencia,Pagado,2024-10-31
O003887,Transferencia,Pagado,2024-03-28
O003888,Efectivo,Pagado,2024-09-21
O003889,Efectivo,Pagado,2025-02-28
O003890,PSE,Pagado,2025-01-02
O003891,Tarjeta,Pagado,2025-06-04
O003892,Tarjeta,Pagado,2024-06-30
O003893,Efectivo,Pagado,2024-06-09
O003894,Tarjeta,Pagado,2025-05-30
O003895,Efectivo,Pagado,2024-11-23
O003896,Transferencia,Pagado,2025-06-27
O003897,Tarjeta,Pendiente,2024-03-23
O003898,Tarjeta,Pagado,2024-06-01
O003899,PSE,Pagado,2025-06-26
O003900,Efectivo,Pagado,2025-10-24
O003901,Tarjeta,Pagado,2025-05-30
O003902,Tarjeta,Pendiente,2026-01-02
O003903,Tarjeta,Pendiente,2025-01-24
O003904,Transferencia,Pagado,2025-03-26
O003905,PSE,Pagado,2025-05-21
O003906,Tarjeta,Pagado,2025-12-16
O003907,PSE,Pagado,2024-08-06
O003908,PSE,Pagado,2024-08-23
O003909,Efectivo,Pagado,2024-07-21
O003910,Tarjeta,Pagado,2025-03-12
O003911,Tarjeta,Pagado,2024-04-10
O003912,PSE,Pagado,2025-04-26
O003913,Tarjeta,Pagado,2025-01-06
O003914,Transferencia,Pagado,2024-11-29
O003915,Tarjeta,Pendiente,2025-10-29
O003916,Transferencia,Pagado,2025-10-05
O003917,Efectivo,Pagado,2024-02-03
O003918,Transferencia,Pendiente,2025-07-21
O003919,Transferencia,Pagado,2025-11-27
O003920,Tarjeta,Pagado,2025-01-31
O003921,PSE,Pagado,2024-06-18
O003922,Transferencia,Pagado,2024-08-11
O003923,PSE,Pagado,2025-08-07
O003924,PSE,Pagado,2025-10-05
O003925,Tarjeta,Pagado,2025-07-10
O003926,Transferencia,Pagado,2024-09-05
O003927,PSE,Pagado,2025-07-19
O003928,PSE,Pagado,2025-11-23
O003929,PSE,Pagado,2024-08-06
O003930,Tarjeta,Rechazado,2025-10-21
O003931,PSE,Pagado,2024-06-23
O003932,Tarjeta,Pagado,2025-11-26
O003933,Transferencia,Pagado,2025-02-14
O003934,PSE,Pagado,2025-04-20
O003935,PSE,Pagado,2024-06-12
O003936,Tarjeta,Pagado,2024-08-07
O003937,Tarjeta,Pagado,2024-08-02
O003938,Tarjeta,Pagado,2025-04-16
O003939,Transferencia,Pagado,2025-11-22
O003940,Transferencia,Pagado,2024-01-10
O003941,Tarjeta,Pagado,2024-03-05
O003942,Tarjeta,Pagado,2024-10-11
O003943,PSE,Pagado,2025-03-18
O003944,Tarjeta,Pagado,2025-12-06
O003945,Tarjeta,Pagado,2025-12-26
O003946,Efectivo,Pagado,2024-08-18
O003947,Tarjeta,Pagado,2025-01-24
O003948,PSE,Pagado,2025-03-13
O003949,Tarjeta,Pagado,2024-12-24
O003950,Transferencia,Pagado,2025-01-19
O003951,Transferencia,Pagado,2024-04-14
O003952,Tarjeta,Pendiente,2024-06-22
O003953,Tarjeta,Pagado,2025-08-02
O003954,Tarjeta,Pagado,2025-05-16
O003955,Transferencia,Pagado,2024-04-02
O003956,Transferencia,Pagado,2024-04-16
O003957,Transferencia,Pagado,2025-11-09
O003958,Efectivo,Pagado,2024-08-16
O003959,PSE,Pagado,2025-02-23
O003960,Transferencia,Pagado,2024-03-13
O003961,Efectivo,Pagado,2024-02-17
O003962,Tarjeta,Pagado,2024-09-29
O003963,Transferencia,Pagado,2024-08-10
O003964,PSE,Pagado,2025-05-13
O003965,Tarjeta,Pagado,2024-02-10
O003966,PSE,Pagado,2026-01-04
O003967,Tarjeta,Pagado,2024-11-17
O003968,Transferencia,Pagado,2024-09-04
O003969,Transferencia,Pagado,2025-12-06
O003970,Efectivo,Pagado,2025-12-07
O003971,Transferencia,Pagado,2024-09-30
O003972,Tarjeta,Pagado,2025-09-15
O003973,PSE,Pagado,2024-07-26
O003974,PSE,Pagado,2024-03-03
O003975,PSE,Pagado,2024-06-24
O003976,Tarjeta,Pagado,2024-06-15
O003977,PSE,Pagado,2024-11-07
O003978,Tarjeta,Pagado,2025-06-06
O003979,Efectivo,Pagado,2024-01-26
O003980,PSE,Pagado,2025-11-26
O003981,Tarjeta,Pagado,2025-05-11
O003982,Efectivo,Pagado,2025-03-19
O003983,Transferencia,Pendiente,2025-01-31
O003984,Transferencia,Pagado,2024-10-04
O003985,Tarjeta,Pagado,2025-07-01
O003986,Tarjeta,Pagado,2025-04-24
O003987,Transferencia,Pagado,2024-03-06
O003988,Efectivo,Pagado,2024-12-20
O003989,Transferencia,Pagado,2024-12-21
O003990,Tarjeta,Pagado,2024-03-12
O003991,Transferencia,Pendiente,2024-12-04
O003992,Transferencia,Pagado,2025-08-26
O003993,PSE,Pagado,2024-07-19
O003994,Tarjeta,Pagado,2025-04-06
O003995,Transferencia,Pendiente,2025-06-23
O003996,Tarjeta,Pagado,2024-09-26
O003997,Transferencia,Pagado,2024-04-26
