orden_id,cliente_id,fecha_orden,canal,monto_orden,ciudad,segmento,fecha_registro,metodo_pago,estado_pago,fecha_pago,dias_pago
O003677,838,2024-11-05,Online,309.75,Barranquilla,Enterprise,2023-10-11,Tarjeta,Pagado,2024-11-12,7.0
O003678,196,2025-03-29,Fuerza Comercial,798.26,Barranquilla,Enterprise,2022-09-11,Tarjeta,Pagado,2025-04-04,6.0
O003679,672,2024-11-16,Fuerza Comercial,454.32,Barranquilla,SMB,2024-03-24,Transferencia,Pagado,2024-11-19,3.0
O003680,861,2025-12-08,Online,254.64,Barranquilla,SMB,2025-05-14,Transferencia,Pagado,2025-12-10,2.0
O003681,15,2025-03-31,Fuerza Comercial,656.2,Bogotá,Mid-Market,2022-01-13,PSE,Pagado,2025-04-07,7.0
O003682,1148,2024-10-24,Fuerza Comercial,522.64,Bogotá,SMB,2024-09-26,Tarjeta,Pagado,2024-10-24,0.0
O003683,25,2025-07-02,Fuerza Comercial,816.02,Bogotá,Enterprise,2022-11-06,Tarjeta,Pagado,2025-07-10,8.0
O003684,809,2025-06-24,Online,619.07,Bogotá,SMB,2024-03-04,Tarjeta,Pagado,2025-07-03,9.0
O003685,1023,2025-07-19,Online,405.96,Cali,Mid-Market,2023-02-10,PSE,Pagado,2025-07-26,7.0
O003686,1095,2025-11-25,Fuerza Comercial,564.42,Medellín,SMB,2022-11-28,Tarjeta,Pagado,2025-11-30,5.0
O003687,19,2025-05-29,Online,331.59,Bucaramanga,SMB,2025-02-09,Efectivo,Pagado,2025-06-02,4.0
O003688,468,2025-11-23,Fuerza Comercial,211.25,Bogotá,Enterprise,2023-09-29,Transferencia,Pagado,2025-11-24,1.0
O003689,381,2025-03-13,Online,296.0,Bucaramanga,SMB,2022-05-22,Transferencia,Pagado,2025-03-17,4.0
O003690,783,2024-03-10,Fuerza Comercial,590.4,Cali,Mid-Market,2023-02-18,Efectivo,Pagado,2024-03-17,7.0
O003691,1038,2024-01-16,Online,300.4,Bucaramanga,Enterprise,2022-08-30,Transferencia,Pagado,2024-01-23,7.0
O003692,687,2024-09-19,Online,407.04,Cali,SMB,2022-09-14,Transferencia,Pagado,2024-09-26,7.0
O003693,234,2024-07-27,Online,374.77,Medellín,Mid-Market,2023-03-28,Tarjeta,Pagado,2024-07-30,3.0
O003694,159,2025-10-13,Fuerza Comercial,579.51,Medellín,Enterprise,2023-10-06,PSE,Pagado,2025-10-21,8.0
O003695,739,2024-05-01,Online,747.41,Bucaramanga,SMB,2025-01-05,Efectivo,Pagado,2024-05-02,1.0
O003696,929,2024-06-01,Online,778.51,Cali,SMB,2022-12-08,PSE,Pagado,2024-06-10,9.0
O003697,1166,2024-04-26,Online,523.6,Barranquilla,Mid-Market,2022-01-10,Transferencia,Pagado,2024-05-02,6.0
O003698,696,2024-06-19,Online,345.14,Medellín,Mid-Market,2022-06-07,Tarjeta,Pagado,2024-06-22,3.0
O003699,719,2025-07-05,Fuerza Comercial,339.86,Medellín,SMB,2024-09-26,Tarjeta,Pagado,2025-07-13,8.0
O003700,1077,2024-11-27,Online,660.32,Medellín,Enterprise,2024-06-05,Tarjeta,Pagado,2024-11-30,3.0
O003701,225,2024-07-19,Online,239.87,Barranquilla,SMB,2022-04-29,Tarjeta,Pagado,2024-07-26,7.0
O003702,822,2025-09-03,Online,1329.32,Bucaramanga,Mid-Market,2022-10-01,Transferencia,Pagado,2025-09-09,6.0
O003703,417,2025-09-06,Online,649.45,Cali,SMB,2023-06-09,Tarjeta,Pagado,2025-09-09,3.0
O003704,293,2024-12-01,Fuerza Comercial,352.41,Cali,SMB,2022-05-07,Tarjeta,Pagado,2024-12-09,8.0
O003705,1025,2025-07-10,Online,626.59,Bogotá,SMB,2022-01-10,Transferencia,Pagado,2025-07-11,1.0
O003706,647,2025-08-07,Partners,173.23,Cali,Enterprise,2023-08-14,Transferencia,Pagado,2025-08-12,5.0
O003707,203,2025-02-07,Online,149.11,Medellín,SMB,2022-02-12,Tarjeta,Pagado,2025-02-11,4.0
O003708,488,2024-01-12,Online,391.45,Bucaramanga,Mid-Market,2024-07-16,Transferencia,Pagado,2024-01-13,1.0
O003709,876,2024-12-26,Online,215.06,Bucaramanga,Enterprise,2023-09-21,Tarjeta,Pagado,2024-12-26,0.0
O003710,533,2025-08-23,Partners,414.09,Cali,SMB,2023-12-31,Tarjeta,Pagado,2025-08-27,4.0
O003711,981,2025-07-03,Online,345.61,Barranquilla,Mid-Market,2024-11-18,Tarjeta,Pagado,2025-07-11,8.0
O003712,273,2024-03-24,Online,625.72,Bucaramanga,SMB,2023-11-24,Efectivo,Pagado,2024-03-26,2.0
O003713,616,2024-01-29,Partners,279.27,Medellín,SMB,2022-04-12,Tarjeta,Pendiente,2024-01-31,2.0
O003714,1033,2024-08-31,Partners,632.1,Medellín,SMB,2024-04-27,PSE,Pagado,2024-09-08,8.0
O003715,117,2025-05-01,Fuerza Comercial,666.49,Bucaramanga,Enterprise,2024-10-02,Tarjeta,Pagado,2025-05-06,5.0
O003716,547,2024-09-01,Online,794.8,Medellín,Mid-Market,2022-05-02,Transferencia,Pagado,2024-09-04,3.0
O003717,991,2024-11-08,Fuerza Comercial,180.77,Barranquilla,SMB,2022-12-24,PSE,Pendiente,2024-11-17,9.0
O003718,20,2024-06-01,Fuerza Comercial,482.93,Bucaramanga,Mid-Market,2023-09-24,Tarjeta,Pagado,2024-06-10,9.0
O003719,453,2025-01-02,Online,747.73,Bucaramanga,Mid-Market,2023-09-12,PSE,Pagado,2025-01-06,4.0
O003720,438,2025-04-01,Online,245.86,Medellín,Mid-Market,2022-02-10,Tarjeta,Pagado,2025-04-05,4.0
O003721,116,2024-11-02,Online,438.06,Medellín,SMB,2025-05-16,Tarjeta,Pagado,2024-11-06,4.0
O003722,108,2024-01-17,Online,191.39,Bogotá,SMB,2022-01-14,Transferencia,Pagado,2024-01-19,2.0
O003723,316,2025-04-11,Online,417.38,Cali,Mid-Market,2024-06-02,PSE,Pagado,2025-04-17,6.0
O003724,1198,2024-05-23,Online,161.91,Bogotá,Mid-Market,2023-09-13,Transferencia,Pagado,2024-05-28,5.0
O003725,729,2024-03-29,Online,225.38,Bogotá,Mid-Market,2024-07-13,Transferencia,Pagado,2024-04-03,5.0
O003726,349,2024-07-12,Fuerza Comercial,190.46,Bogotá,Mid-Market,2025-06-01,Transferencia,Pagado,2024-07-18,6.0
O003727,393,2025-06-17,Online,459.73,Bucaramanga,SMB,2023-09-25,PSE,Pagado,2025-06-25,8.0
O003728,710,2025-06-14,Online,504.4,Cali,SMB,2024-03-06,PSE,Pagado,2025-06-17,3.0
O003729,741,2024-06-17,Online,259.41,Barranquilla,SMB,2022-06-03,Tarjeta,Pagado,2024-06-22,5.0
O003730,1107,2024-07-18,Online,526.21,Medellín,Mid-Market,2022-12-21,PSE,Pagado,2024-07-22,4.0
O003731,826,2024-07-26,Partners,418.19,Cali,SMB,2022-10-19,Efectivo,Pagado,2024-07-30,4.0
O003732,376,2024-03-24,Online,335.98,Cali,SMB,2023-11-07,Efectivo,Pagado,2024-03-31,7.0
O003733,517,2025-09-03,Fuerza Comercial,478.13,Medellín,SMB,2024-04-06,PSE,Pagado,2025-09-07,4.0
O003734,47,2025-11-21,Fuerza Comercial,656.93,Bogotá,SMB,2023-12-26,Tarjeta,Pagado,2025-11-27,6.0
O003735,444,2024-05-27,Fuerza Comercial,241.51,Medellín,Mid-Market,2024-03-01,Tarjeta,Pagado,2024-06-02,6.0
O003736,130,2025-12-19,Fuerza Comercial,162.86,Bucaramanga,SMB,2024-07-24,,,,
O003737,466,2024-09-09,Partners,591.98,Medellín,SMB,2023-12-22,Tarjeta,Pendiente,2024-09-10,1.0
O003738,728,2025-12-30,Fuerza Comercial,1157.98,Cali,SMB,2025-06-02,Transferencia,Pagado,2026-01-06,7.0
O003739,147,2024-05-20,Online,511.08,Bogotá,Mid-Market,2024-01-24,Tarjeta,Pagado,2024-05-29,9.0
O003740,930,2025-11-20,Fuerza Comercial,380.87,Bogotá,SMB,2024-02-01,Tarjeta,Pagado,2025-11-28,8.0
O003741,591,2025-04-13,Fuerza Comercial,260.6,Barranquilla,Mid-Market,2022-05-17,Transferencia,Pagado,2025-04-17,4.0
O003742,801,2024-10-23,Fuerza Comercial,604.17,Cali,Mid-Market,2025-04-02,PSE,Pagado,2024-10-24,1.0
O003743,355,2024-09-02,Fuerza Comercial,235.66,Bucaramanga,SMB,2024-08-28,Transferencia,Pagado,2024-09-02,0.0
O003744,581,2025-02-17,Online,802.63,Barranquilla,SMB,2022-08-21,PSE,Pagado,2025-02-17,0.0
O003745,995,2025-12-24,Fuerza Comercial,304.48,Medellín,SMB,2023-05-14,Tarjeta,Pagado,2025-12-29,5.0
O003746,904,2024-02-04,Online,698.82,Bogotá,SMB,2025-02-27,PSE,Pagado,2024-02-07,3.0
O003747,1009,2024-03-28,Fuerza Comercial,242.11,Barranquilla,SMB,2024-11-15,Transferencia,Pagado,2024-04-04,7.0
O003748,502,2024-01-28,Online,259.38,Bucaramanga,Mid-Market,2025-01-21,Tarjeta,Pagado,2024-02-04,7.0
O003749,1086,2024-10-10,Online,234.08,Medellín,SMB,2023-06-26,PSE,Pagado,2024-10-13,3.0
O003750,337,2024-08-31,Online,732.13,Barranquilla,SMB,2023-02-23,Tarjeta,Pagado,2024-08-31,0.0
O003751,975,2025-12-04,Fuerza Comercial,254.09,Bogotá,SMB,2022-11-16,Transferencia,Pagado,2025-12-08,4.0
O003752,1071,2025-06-19,Fuerza Comercial,647.22,Bogotá,Mid-Market,2022-11-19,Tarjeta,Pagado,2025-06-28,9.0
O003753,544,2024-12-16,Fuerza Comercial,395.61,Bucaramanga,SMB,2023-05-13,Tarjeta,Pagado,2024-12-17,1.0
O003754,595,2024-08-05,Fuerza Comercial,247.89,Medellín,Mid-Market,2023-04-18,PSE,Pagado,2024-08-09,4.0
O003755,565,2024-04-09,Online,218.41,Barranquilla,SMB,2025-03-19,Tarjeta,Pagado,2024-04-15,6.0
O003756,1183,2024-02-23,Online,274.11,Bucaramanga,Enterprise,2024-12-10,PSE,Pagado,2024-02-28,5.0
O003757,1171,2025-08-19,Fuerza Comercial,681.59,Cali,SMB,2023-05-08,PSE,Pagado,2025-08-21,2.0
O003758,45,2024-06-26,Online,386.49,Bogotá,Mid-Market,2025-03-22,Tarjeta,Pagado,2024-07-04,8.0
O003759,1192,2025-12-31,Online,500.01,Medellín,SMB,2025-04-07,,,,
O003760,1121,2025-03-02,Partners,423.87,Cali,SMB,2023-09-20,Transferencia,Pagado,2025-03-08,6.0
O003761,936,2024-12-27,Fuerza Comercial,204.26,Medellín,Mid-Market,2022-02-25,Efectivo,Pagado,2024-12-27,0.0
O003762,566,2024-07-22,Online,816.26,Barranquilla,SMB,2023-04-28,Efectivo,Pagado,2024-07-31,9.0
O003763,163,2025-08-06,Fuerza Comercial,438.06,Medellín,SMB,2024-08-12,Tarjeta,Pagado,2025-08-15,9.0
O003764,826,2025-06-30,Fuerza Comercial,601.74,Cali,SMB,2022-10-19,Tarjeta,Pagado,2025-07-05,5.0
O003765,808,2024-11-12,Online,790.84,Medellín,Mid-Market,2023-08-24,PSE,Pagado,2024-11-17,5.0
O003766,641,2024-07-04,Fuerza Comercial,167.7,Bucaramanga,Enterprise,2024-06-18,,,,
O003767,639,2024-03-02,Online,428.51,Bucaramanga,SMB,2022-04-28,Efectivo,Pagado,2024-03-07,5.0
O003768,230,2024-06-05,Online,603.73,Cali,Mid-Market,2022-12-04,Transferencia,Pagado,2024-06-07,2.0
O003769,223,2024-08-30,Online,297.28,Medellín,Enterprise,2024-04-09,Efectivo,Pagado,2024-09-03,4.0
O003770,988,2024-07-27,Online,499.05,Bucaramanga,SMB,2022-05-31,Tarjeta,Pagado,2024-07-31,4.0
O003771,959,2025-11-22,Fuerza Comercial,357.04,Medellín,SMB,2024-04-09,PSE,Pagado,2025-12-01,9.0
O003772,963,2025-06-27,Online,233.04,Bucaramanga,Enterprise,2024-03-21,Transferencia,Pagado,2025-06-30,3.0
O003773,945,2024-08-02,Fuerza Comercial,507.7,Bogotá,SMB,2025-03-19,Transferencia,Pagado,2024-08-02,0.0
O003774,294,2025-07-19,Online,438.06,Bogotá,SMB,2022-05-06,PSE,Pagado,2025-07-19,0.0
O003775,247,2025-10-27,Fuerza Comercial,771.98,Bogotá,Enterprise,2024-06-16,PSE,Pagado,2025-11-01,5.0
O003776,333,2024-12-13,Online,533.99,Bogotá,Mid-Market,2022-12-21,Efectivo,Pagado,2024-12-19,6.0
O003777,761,2025-01-21,Online,429.04,Bogotá,SMB,2022-07-31,Efectivo,Pagado,2025-01-25,4.0
O003778,327,2024-10-05,Online,893.1,Bucaramanga,Enterprise,2025-03-11,Efectivo,Pagado,2024-10-13,8.0
O003779,1015,2025-10-21,Online,346.38,Barranquilla,SMB,2024-05-05,Tarjeta,Pagado,2025-10-22,1.0
O003780,261,2025-05-04,Fuerza Comercial,267.44,Bogotá,SMB,2022-10-19,Transferencia,Pagado,2025-05-04,0.0
O003781,661,2025-12-05,Online,526.87,Bucaramanga,Enterprise,2025-04-27,Transferencia,Pagado,2025-12-12,7.0
O003782,1082,2025-01-11,Fuerza Comercial,360.71,Bucaramanga,Enterprise,2023-09-26,PSE,Pagado,2025-01-16,5.0
O003783,731,2024-09-16,Online,307.7,Bogotá,Mid-Market,2022-03-11,Tarjeta,Pagado,2024-09-21,5.0
O003784,1109,2025-10-04,Online,613.03,Bogotá,SMB,2022-03-14,Tarjeta,Pagado,2025-10-10,6.0
O003785,180,2025-10-21,Fuerza Comercial,496.39,Cali,SMB,2024-08-29,Tarjeta,Pagado,2025-10-30,9.0
O003786,925,2025-12-15,Online,254.09,Barranquilla,SMB,2022-12-07,Transferencia,Pagado,2025-12-19,4.0
O003787,388,2024-07-04,Fuerza Comercial,635.27,Bucaramanga,Mid-Market,2024-08-20,PSE,Pagado,2024-07-06,2.0
O003788,48,2024-07-21,Online,226.19,Bucaramanga,SMB,2025-02-12,Tarjeta,Pagado,2024-07-28,7.0
O003789,868,2025-04-18,Online,976.88,Cali,Mid-Market,2023-07-27,Tarjeta,Pagado,2025-04-22,4.0
O003790,486,2025-06-15,Partners,720.8,Barranquilla,Mid-Market,2022-09-29,Tarjeta,Pagado,2025-06-20,5.0
O003791,1162,2024-09-16,Fuerza Comercial,353.7,Bogotá,SMB,2022-03-10,Tarjeta,Pagado,2024-09-19,3.0
O003792,509,2025-12-11,Fuerza Comercial,456.23,Medellín,Mid-Market,2022-08-26,Tarjeta,Pagado,2025-12-14,3.0
O003793,73,2025-08-08,Fuerza Comercial,438.06,Barranquilla,Mid-Market,2023-02-08,Transferencia,Pagado,2025-08-11,3.0
O003794,88,2025-07-23,Partners,459.74,Cali,Enterprise,2024-11-04,Tarjeta,Pagado,2025-07-31,8.0
O003795,1086,2025-06-10,Online,341.01,Medellín,SMB,2023-06-26,Efectivo,Pendiente,2025-06-15,5.0
O003796,345,2025-01-03,Fuerza Comercial,672.63,Bogotá,SMB,2025-05-16,Efectivo,Pagado,2025-01-06,3.0
O003797,371,2025-01-10,Fuerza Comercial,316.9,Bucaramanga,SMB,2023-05-22,Transferencia,Pagado,2025-01-14,4.0
O003798,199,2024-08-22,Online,724.09,Bogotá,Enterprise,2022-04-17,Transferencia,Pagado,2024-08-23,1.0
O003799,381,2025-12-30,Online,247.25,Bucaramanga,SMB,2022-05-22,Transferencia,Pendiente,2026-01-04,5.0
O003800,242,2025-07-21,Fuerza Comercial,259.74,Bucaramanga,Mid-Market,2024-08-28,Tarjeta,Pagado,2025-07-28,7.0
O003801,1100,2024-02-27,Fuerza Comercial,184.49,Bogotá,SMB,2023-05-01,PSE,Pagado,2024-02-29,2.0
O003802,765,2024-07-22,Partners,234.13,Bucaramanga,SMB,2022-12-01,Transferencia,Pagado,2024-07-22,0.0
O003803,338,2025-08-31,Partners,351.55,Barranquilla,Mid-Market,2023-01-05,Efectivo,Pagado,2025-09-03,3.0
O003804,87,2025-12-21,Online,536.38,Cali,SMB,2022-04-03,Transferencia,Pagado,2025-12-27,6.0
O003805,97,2024-05-01,Fuerza Comercial,320.08,Medellín,SMB,2024-10-20,PSE,Pagado,2024-05-08,7.0
O003806,310,2025-08-06,Online,200.45,Barranquilla,SMB,2022-11-14,Tarjeta,Pagado,2025-08-11,5.0
O003807,296,2024-02-08,Fuerza Comercial,205.53,Bogotá,SMB,2024-03-02,Transferencia,Pagado,2024-02-13,5.0
O003808,533,2024-03-02,Fuerza Comercial,681.33,Cali,SMB,2023-12-31,Tarjeta,Pagado,2024-03-08,6.0
O003809,226,2025-02-03,Online,570.24,Bucaramanga,Mid-Market,2023-07-26,Tarjeta,Pagado,2025-02-08,5.0
O003810,150,2025-05-15,Fuerza Comercial,263.05,Medellín,SMB,2023-11-11,,,,
O003811,169,2024-07-10,Online,220.13,Cali,Mid-Market,2022-06-18,Tarjeta,Pagado,2024-07-11,1.0
O003812,377,2024-01-10,Online,220.91,Cali,SMB,2023-06-14,PSE,Pagado,2024-01-19,9.0
O003813,613,2025-12-08,Fuerza Comercial,615.42,Medellín,SMB,2023-01-18,Tarjeta,Pagado,2025-12-11,3.0
O003814,1057,2024-08-04,Partners,422.84,Barranquilla,SMB,2023-10-11,Tarjeta,Pagado,2024-08-04,0.0
O003815,276,2025-03-02,Online,617.65,Barranquilla,Mid-Market,2025-01-06,Efectivo,Pagado,2025-03-06,4.0
O003816,802,2024-04-06,Online,787.43,Medellín,Enterprise,2022-10-04,Transferencia,Pagado,2024-04-06,0.0
O003817,325,2025-11-21,Fuerza Comercial,305.5,Barranquilla,SMB,2024-05-12,Tarjeta,Pagado,2025-11-23,2.0
O003818,728,2024-09-06,Fuerza Comercial,506.89,Cali,SMB,2025-06-02,Tarjeta,Pagado,2024-09-07,1.0
O003819,294,2025-06-19,Online,100.71,Bogotá,SMB,2022-05-06,Transferencia,Pendiente,2025-06-20,1.0
O003820,888,2024-12-18,Partners,438.06,Bogotá,Enterprise,2023-02-21,Tarjeta,Pagado,2024-12-26,8.0
O003821,206,2025-09-17,Online,288.39,Bogotá,Enterprise,2023-06-07,PSE,Pagado,2025-09-26,9.0
O003822,483,2024-04-24,Fuerza Comercial,563.23,Cali,SMB,2024-03-26,Transferencia,Pagado,2024-04-25,1.0
O003823,561,2025-09-07,Partners,398.22,Bucaramanga,SMB,2024-08-10,Tarjeta,Pagado,2025-09-14,7.0
O003824,282,2025-09-21,Partners,837.78,Cali,Mid-Market,2023-05-23,Transferencia,Pagado,2025-09-22,1.0
O003825,638,2024-08-04,Partners,462.29,Bucaramanga,SMB,2023-05-05,Tarjeta,Pagado,2024-08-04,0.0
O003826,320,2025-07-31,Online,1035.26,Cali,SMB,2024-02-18,Tarjeta,Pagado,2025-08-05,5.0
O003827,73,2024-12-01,Fuerza Comercial,799.68,Barranquilla,Mid-Market,2023-02-08,Efectivo,Pagado,2024-12-07,6.0
O003828,363,2024-07-18,Fuerza Comercial,356.48,Bogotá,Enterprise,2024-08-27,Tarjeta,Pagado,2024-07-19,1.0
O003829,530,2024-05-15,Fuerza Comercial,172.67,Cali,Mid-Market,2022-02-03,Transferencia,Pagado,2024-05-17,2.0
O003830,390,2024-07-14,Fuerza Comercial,515.32,Barranquilla,SMB,2025-05-26,Transferencia,Pagado,2024-07-16,2.0
O003831,496,2025-08-28,Online,354.95,Bogotá,SMB,2025-03-04,Efectivo,Pagado,2025-08-29,1.0
O003832,911,2024-11-07,Online,411.59,Barranquilla,SMB,2024-06-09,Transferencia,Pagado,2024-11-08,1.0
O003833,1078,2025-06-15,Online,400.7,Bucaramanga,SMB,2023-08-14,PSE,Pagado,2025-06-19,4.0
O003834,964,2025-12-01,Online,271.0,Bucaramanga,SMB,2022-07-09,Efectivo,Pagado,2025-12-08,7.0
O003835,1191,2024-09-10,Fuerza Comercial,367.68,Bogotá,SMB,2023-02-28,Tarjeta,Pagado,2024-09-18,8.0
O003836,959,2025-12-27,Fuerza Comercial,772.12,Medellín,SMB,2024-04-09,,,,
O003837,805,2025-06-10,Online,832.99,Bogotá,Mid-Market,2022-08-06,Tarjeta,Pagado,2025-06-14,4.0
O003838,969,2024-10-16,Online,812.05,Barranquilla,Enterprise,2024-07-07,Tarjeta,Pagado,2024-10-17,1.0
O003839,1009,2025-08-26,Fuerza Comercial,659.45,Barranquilla,SMB,2024-11-15,PSE,Pagado,2025-09-01,6.0
O003840,784,2024-10-16,Partners,1185.77,Cali,Mid-Market,2022-01-27,Transferencia,Pagado,2024-10-21,5.0
O003841,831,2024-05-30,Online,621.69,Cali,SMB,2022-08-06,Tarjeta,Pagado,2024-06-04,5.0
O003842,567,2025-11-16,Online,153.41,Cali,SMB,2022-02-04,PSE,Pagado,2025-11-20,4.0
O003843,376,2024-12-06,Fuerza Comercial,601.55,Cali,SMB,2023-11-07,PSE,Pagado,2024-12-15,9.0
O003844,896,2024-02-14,Online,370.33,Bogotá,Enterprise,2023-02-06,Efectivo,Pagado,2024-02-16,2.0
O003845,158,2024-11-30,Online,864.92,Barranquilla,SMB,2022-04-07,Tarjeta,Pagado,2024-12-05,5.0
O003846,891,2024-04-28,Partners,159.68,Cali,Mid-Market,2023-01-20,Tarjeta,Pagado,2024-04-30,2.0
O003847,876,2024-08-18,Partners,231.21,Bucaramanga,Enterprise,2023-09-21,Tarjeta,Pagado,2024-08-18,0.0
O003848,1104,2024-04-28,Partners,787.99,Barranquilla,Mid-Market,2022-07-24,Tarjeta,Pendiente,2024-05-07,9.0
O003849,20,2025-04-02,Fuerza Comercial,62.95,Bucaramanga,Mid-Market,2023-09-24,Transferencia,Pagado,2025-04-08,6.0
O003850,999,2025-06-07,Partners,150.57,Bucaramanga,Enterprise,2025-02-18,Transferencia,Pagado,2025-06-10,3.0
O003851,828,2025-03-23,Online,728.73,Bogotá,SMB,2022-10-08,Tarjeta,Pagado,2025-03-26,3.0
O003852,1008,2024-08-13,Partners,236.14,Barranquilla,SMB,2023-03-02,PSE,Pendiente,2024-08-13,0.0
O003853,211,2025-12-11,Online,420.97,Barranquilla,SMB,2024-08-30,Tarjeta,Pagado,2025-12-19,8.0
O003854,957,2025-12-20,Online,700.14,Barranquilla,Enterprise,2023-03-19,Tarjeta,Pagado,2025-12-21,1.0
O003855,583,2024-07-11,Online,1692.6,Bucaramanga,Mid-Market,2024-05-02,PSE,Pagado,2024-07-15,4.0
O003856,577,2024-12-15,Fuerza Comercial,342.98,Bogotá,Mid-Market,2024-09-18,Tarjeta,Pendiente,2024-12-21,6.0
O003857,351,2025-11-16,Fuerza Comercial,500.31,Barranquilla,SMB,2022-02-10,Transferencia,Pagado,2025-11-25,9.0
O003858,222,2025-11-07,Fuerza Comercial,322.01,Barranquilla,SMB,2025-05-04,PSE,Pagado,2025-11-15,8.0
O003859,1192,2025-07-21,Online,765.29,Medellín,SMB,2025-04-07,PSE,Pagado,2025-07-28,7.0
O003860,1124,2025-11-07,Fuerza Comercial,672.82,Barranquilla,SMB,2023-10-23,Tarjeta,Pagado,2025-11-13,6.0
O003861,64,2025-03-29,Partners,148.47,Cali,SMB,2022-11-05,PSE,Pendiente,2025-04-05,7.0
O003862,283,2024-08-26,Fuerza Comercial,420.17,Barranquilla,SMB,2025-03-10,Tarjeta,Pagado,2024-09-04,9.0
O003863,167,2025-03-17,Partners,228.64,Bogotá,SMB,2022-08-03,Efectivo,Pagado,2025-03-24,7.0
O003864,410,2024-01-07,Fuerza Comercial,407.84,Barranquilla,Enterprise,2024-07-22,Tarjeta,Pagado,2024-01-10,3.0
O003865,564,2025-08-19,Online,519.9,Bogotá,Mid-Market,2023-02-16,Tarjeta,Pagado,2025-08-19,0.0
O003866,980,2024-01-04,Online,998.28,Bogotá,SMB,2022-07-10,Efectivo,Pagado,2024-01-10,6.0
O003867,279,2025-05-19,Online,844.54,Bogotá,SMB,2025-03-14,Tarjeta,Pagado,2025-05-23,4.0
O003868,885,2024-04-25,Online,726.48,Bogotá,SMB,2024-04-28,Efectivo,Pagado,2024-04-29,4.0
O003869,1180,2025-11-26,Fuerza Comercial,355.54,Bogotá,SMB,2024-08-02,Transferencia,Pendiente,2025-11-26,0.0
O003870,153,2025-09-24,Partners,674.42,Cali,SMB,2022-03-26,Transferencia,Pagado,2025-09-25,1.0
O003871,1143,2025-07-11,Online,287.78,Bogotá,SMB,2022-03-17,PSE,Pagado,2025-07-11,0.0
O003872,1004,2024-12-28,Fuerza Comercial,404.72,Medellín,Enterprise,2022-11-23,Tarjeta,Pagado,2025-01-03,6.0
O003873,514,2024-06-27,Fuerza Comercial,348.34,Barranquilla,Mid-Market,2022-08-16,Transferencia,Pagado,2024-07-02,5.0
O003874,363,2025-02-19,Online,747.94,Bogotá,Enterprise,2024-08-27,Transferencia,Pagado,2025-02-19,0.0
O003875,139,2025-10-29,Online,319.86,Barranquilla,Mid-Market,2025-02-04,Efectivo,Pagado,2025-11-06,8.0
O003876,962,2025-02-20,Online,1561.38,Bogotá,SMB,2022-05-31,Efectivo,Pagado,2025-02-22,2.0
O003877,847,2024-01-21,Online,369.78,Barranquilla,Mid-Market,2023-05-12,Tarjeta,Pagado,2024-01-27,6.0
O003878,40,2024-09-24,Online,135.8,Bucaramanga,SMB,2022-07-09,Transferencia,Pagado,2024-09-25,1.0
O003879,470,2025-02-25,Online,559.16,Barranquilla,Enterprise,2022-01-24,Transferencia,Pagado,2025-03-04,7.0
O003880,650,2024-09-20,Partners,651.32,Bogotá,Enterprise,2023-10-15,PSE,Pagado,2024-09-21,1.0
O003881,127,2024-12-05,Online,300.25,Bogotá,SMB,2025-03-27,Tarjeta,Pagado,2024-12-14,9.0
O003882,284,2025-07-07,Online,764.97,Medellín,SMB,2023-09-26,Tarjeta,Pagado,2025-07-13,6.0
O003883,87,2024-07-18,Fuerza Comercial,328.36,Cali,SMB,2022-04-03,Tarjeta,Pagado,2024-07-19,1.0
O003884,382,2025-06-02,Fuerza Comercial,1055.67,Medellín,Enterprise,2023-08-21,Transferencia,Pagado,2025-06-08,6.0
O003885,226,2025-05-31,Fuerza Comercial,408.45,Bucaramanga,Mid-Market,2023-07-26,PSE,Pagado,2025-06-05,5.0
O003886,987,2024-10-26,Partners,592.61,Medellín,Enterprise,2023-01-15,Transferencia,Pagado,2024-10-31,5.0
O003887,1058,2024-03-24,Partners,145.27,Medellín,Mid-Market,2024-09-20,Transferencia,Pagado,2024-03-28,4.0
O003888,637,2024-09-13,Fuerza Comercial,1018.7,Bucaramanga,SMB,2023-08-03,Efectivo,Pagado,2024-09-21,8.0
O003889,952,2025-02-24,Partners,389.63,Barranquilla,Mid-Market,2023-08-23,Efectivo,Pagado,2025-02-28,4.0
O003890,30,2024-12-29,Fuerza Comercial,610.48,Medellín,SMB,2024-01-20,PSE,Pagado,2025-01-02,4.0
O003891,596,2025-05-27,Online,185.29,Bucaramanga,Mid-Market,2025-05-05,Tarjeta,Pagado,2025-06-04,8.0
O003892,597,2024-06-26,Fuerza Comercial,570.3,Cali,SMB,2023-02-14,Tarjeta,Pagado,2024-06-30,4.0
O003893,978,2024-05-31,Fuerza Comercial,622.94,Medellín,SMB,2022-12-06,Efectivo,Pagado,2024-06-09,9.0
O003894,983,2025-05-26,Online,75.75,Barranquilla,SMB,2024-02-08,Tarjeta,Pagado,2025-05-30,4.0
O003895,450,2024-11-19,Fuerza Comercial,291.06,Medellín,Mid-Market,2023-05-28,Efectivo,Pagado,2024-11-23,4.0
O003896,684,2025-06-23,Partners,305.96,Medellín,SMB,2022-08-05,Transferencia,Pagado,2025-06-27,4.0
O003897,1197,2024-03-15,Online,744.67,Barranquilla,SMB,2023-05-12,Tarjeta,Pendiente,2024-03-23,8.0
